dataset,circuit_id,layer,num_params,accuracy,entcap,expr,last_cost_avg,num_iter
0.0,1.0,1.0,10.0,0.94,1.97116318411363e-32,0.41465986698055,0.168479919433594,148.0
0.0,1.0,2.0,20.0,0.953333333333333,6.49807362077107e-32,0.327701336970072,0.161758422851563,135.0
0.0,1.0,3.0,30.0,0.933333333333333,1.13902956399919e-31,0.311081409206548,0.153205871582031,108.0
0.0,1.0,4.0,40.0,0.933333333333333,1.64494198881581e-31,0.315100469750446,0.158721923828125,98.0
0.0,1.0,5.0,50.0,0.926666666666667,2.16452455130988e-31,0.324758612281784,0.124519348144531,114.0
0.0,1.0,6.0,60.0,0.94,2.67623683868719e-31,0.314206550977255,0.154552459716797,141.0
0.0,1.0,7.0,70.0,0.906666666666667,3.1746212320592903e-31,0.360234217153687,0.12939453125,114.0
0.0,1.0,8.0,80.0,0.92,3.71556333428312e-31,0.266365171234776,0.148826599121094,90.0
0.0,2.0,1.0,10.0,0.94,0.688309967524746,0.496888611662357,0.203052520751953,131.0
0.0,2.0,2.0,20.0,0.953333333333333,0.757480709678571,0.0683924669482328,0.156940460205078,162.0
0.0,2.0,3.0,30.0,0.96,0.851705790435252,0.0246246231099208,0.119026184082031,158.0
0.0,2.0,4.0,40.0,0.96,0.8750306777575,0.0143802217589391,0.153324127197266,151.0
0.0,2.0,5.0,50.0,0.96,0.893838586580368,0.0121847935709215,0.151782989501953,105.0
0.0,2.0,6.0,60.0,0.953333333333333,0.902209937185758,0.0157315329009499,0.123294830322266,117.0
0.0,2.0,7.0,70.0,0.953333333333333,0.906572063164601,0.0155289261101676,0.130832672119141,103.0
0.0,2.0,8.0,80.0,0.953333333333333,0.909177660964145,0.0186128692286391,0.132827758789063,131.0
0.0,3.0,1.0,14.0,0.94,0.187295706142691,0.357615075312814,0.190250396728516,95.0
0.0,3.0,2.0,28.0,0.953333333333333,0.358741790478009,0.16458602154238,0.157047271728516,162.0
0.0,3.0,3.0,42.0,0.933333333333333,0.472667199306522,0.110830153595785,0.124584197998047,151.0
0.0,3.0,4.0,56.0,0.953333333333333,0.546442082827273,0.0725578640590246,0.157798767089844,128.0
0.0,3.0,5.0,70.0,0.96,0.608008543348643,0.0648252286708356,0.158065795898438,206.0
0.0,3.0,6.0,84.0,0.953333333333333,0.65119275217339,0.0395373601444241,0.129009246826172,161.0
0.0,3.0,7.0,98.0,0.953333333333333,0.67964776294308,0.0367457822309381,0.109951019287109,160.0
0.0,3.0,8.0,112.0,0.953333333333333,0.710596925638234,0.0252893301530413,0.156517028808594,167.0
0.0,4.0,1.0,14.0,0.953333333333333,0.341952296350275,0.246383129501826,0.179058074951172,126.0
0.0,4.0,2.0,28.0,0.966666666666667,0.50248920003502,0.111686197975468,0.185428619384766,161.0
0.0,4.0,3.0,42.0,0.953333333333333,0.603452907085421,0.0507517972990758,0.151405334472656,126.0
0.0,4.0,4.0,56.0,0.953333333333333,0.673132200249993,0.0331472606324539,0.131446838378906,145.0
0.0,4.0,5.0,70.0,0.96,0.72108119894126,0.0277732724384145,0.131954193115234,104.0
0.0,4.0,6.0,84.0,0.96,0.757424193952311,0.0168333039649617,0.121158599853516,160.0
0.0,4.0,7.0,98.0,0.953333333333333,0.788014149217233,0.0176793347168603,0.149257659912109,180.0
0.0,4.0,8.0,112.0,0.953333333333333,0.806449320929429,0.0144141599591622,0.130115509033203,119.0
0.0,5.0,1.0,40.0,0.953333333333333,0.352228170980279,0.0894084437971689,0.163608551025391,138.0
0.0,5.0,2.0,80.0,0.973333333333333,0.663049551507858,0.0234080010687575,0.13916015625,134.0
0.0,5.0,3.0,120.0,0.973333333333333,0.801911010527876,0.0144130753543462,0.145786285400391,100.0
0.0,5.0,4.0,160.0,0.973333333333333,0.860869700470421,0.0100526501550107,0.153434753417969,119.0
0.0,5.0,5.0,200.0,0.946666666666667,0.889789252593995,0.0121019993098545,0.12420654296875,150.0
0.0,5.0,6.0,240.0,0.946666666666667,0.901509926592658,0.0141553906760979,0.158718109130859,140.0
0.0,5.0,7.0,280.0,0.94,0.905672716898291,0.0146044427803951,0.146335601806641,133.0
0.0,5.0,8.0,320.0,0.933333333333333,0.908189827897425,0.0128954058975904,0.147968292236328,121.0
0.0,6.0,1.0,40.0,0.953333333333333,0.796785844294445,0.0134999907907687,0.148178100585938,139.0
0.0,6.0,2.0,80.0,0.96,0.897278109401777,0.0137852380711514,0.114383697509766,171.0
0.0,6.0,3.0,120.0,0.973333333333333,0.911172740651034,0.0130682288153965,0.158760070800781,191.0
0.0,6.0,4.0,160.0,0.946666666666667,0.909821991201933,0.0109107013591456,0.15240478515625,89.0
0.0,6.0,5.0,200.0,0.966666666666667,0.910529366390048,0.0163904223006232,0.134994506835938,160.0
0.0,6.0,6.0,240.0,0.96,0.910417763190464,0.0130333359641598,0.163265228271484,121.0
0.0,6.0,7.0,280.0,0.953333333333333,0.909295219154711,0.0149383861386162,0.168952941894531,112.0
0.0,6.0,8.0,320.0,0.96,0.911086119839491,0.0114504818911765,0.154788970947266,215.0
0.0,7.0,1.0,24.0,0.933333333333333,0.251336136316596,0.210173390029367,0.157428741455078,137.0
0.0,7.0,2.0,48.0,0.946666666666667,0.441207147565988,0.106893801553217,0.151622772216797,123.0
0.0,7.0,3.0,72.0,0.973333333333333,0.552518661494364,0.0592635524223938,0.151210784912109,140.0
0.0,7.0,4.0,96.0,0.96,0.620257842494494,0.0355243472850192,0.112388610839844,119.0
0.0,7.0,5.0,120.0,0.96,0.675149254299882,0.0372165848280493,0.123317718505859,125.0
0.0,7.0,6.0,144.0,0.953333333333333,0.711500974868604,0.0253600721645111,0.168800354003906,126.0
0.0,7.0,7.0,168.0,0.946666666666667,0.745230755612295,0.0182478200688358,0.132961273193359,152.0
0.0,7.0,8.0,192.0,0.953333333333333,0.771141696244434,0.0212269740850853,0.152206420898438,119.0
0.0,8.0,1.0,24.0,0.96,0.326176550453599,0.158077310237905,0.148906707763672,202.0
0.0,8.0,2.0,48.0,0.946666666666667,0.50941496885121,0.0752117189453552,0.174331665039063,122.0
0.0,8.0,3.0,72.0,0.96,0.618151357287306,0.0451257394133215,0.159149169921875,165.0
