dataset,circuit_id,layer,num_params,accuracy,entcap,expr,last_cost_avg,num_iter
0.0,1.0,1.0,10.0,0.023076821326596962,3.327849004051573e-34,0.04486518098660266,0.02681929466817557,33.59607757717303
0.0,1.0,2.0,20.0,0.021894407490614484,1.1422717127684438e-33,0.029769159146036676,0.023096409123891062,27.77428152600377
0.0,1.0,3.0,30.0,0.018665816307161458,1.0355752521045205e-33,0.03141821356584179,0.014801461735840188,14.947527268032374
0.0,1.0,4.0,40.0,0.017795130420052124,1.5766576863433755e-33,0.04106185993205072,0.017349088883280118,20.4712341731374
0.0,1.0,5.0,50.0,0.01965980509842198,1.720534456886225e-33,0.037212723568654175,0.006047165744813924,20.830952244882408
0.0,1.0,6.0,60.0,0.022938842084779896,2.6665597903246786e-33,0.032486231569234525,0.0149114524529808,33.568692897656035
0.0,1.0,7.0,70.0,0.014880476182856893,2.5720386536776263e-33,0.05703017722475164,0.009750473879810971,21.0780861153406
0.0,1.0,8.0,80.0,0.02336732218359106,4.308787102786469e-33,0.014531195610900856,0.01196862431907208,18.806818672264285
0.0,2.0,1.0,10.0,0.01797264234930042,0.007717478537516976,0.055394647695861034,0.04095168733605641,31.018139853962875
0.0,2.0,2.0,20.0,0.022537446792760252,0.0028985452590095414,0.011748933145984347,0.026054908440541362,46.3919635897672
0.0,2.0,3.0,30.0,0.05169354139756927,0.0029789246149658183,0.005318516213636003,0.01002948456840679,34.415268621437704
0.0,2.0,4.0,40.0,0.020158105227158742,0.0017229835221522767,0.002658772171778511,0.024080491438665898,36.074328030569646
0.0,2.0,5.0,50.0,0.018148418095389897,0.0012124096885670886,0.0012465116242891333,0.02151229476994777,22.448353423549165
0.0,2.0,6.0,60.0,0.07032238687102504,0.0009843405509576818,0.0027360697438897305,0.010737383111309713,20.191936155660898
0.0,2.0,7.0,70.0,0.01910705014070374,0.0005254575100944944,0.003370510114137677,0.009066732831801308,13.55346555576944
0.0,2.0,8.0,80.0,0.09958246164193098,0.0009275591129886279,0.004268761492435855,0.0129370455401037,29.861585452120348
0.0,3.0,1.0,14.0,0.03887301263230195,0.004109341891436819,0.02340883573092896,0.023298268418277788,15.431299362010966
0.0,3.0,2.0,28.0,0.02336732218359094,0.0071537916137168105,0.016277410841841332,0.01731906965398907,37.59464247545311
0.0,3.0,3.0,42.0,0.04197504927816947,0.0046560730053846495,0.0185162155486232,0.01453081685495704,29.17312853588776
0.0,3.0,4.0,56.0,0.030537512710429943,0.0028778244155704923,0.012393470907481116,0.026859638487223086,35.22478834976463
0.0,3.0,5.0,70.0,0.011233453440081231,0.003933442333336943,0.01447996816790485,0.02289926523492031,48.05651434955069
0.0,3.0,6.0,84.0,0.027545056883770576,0.004853118087223644,0.006574995740045391,0.014408421984699696,33.02353057182971
0.0,3.0,7.0,98.0,0.06202278127289506,0.001855118282287227,0.007473629473064243,0.010962240352300773,41.6342492941294
0.0,3.0,8.0,112.0,0.02070196678027067,0.002689263238063452,0.00580540682481676,0.02310872768397226,43.54226190069335
0.0,4.0,1.0,14.0,0.03968126982095179,0.003047564673193151,0.03417611057220293,0.03590670915493851,34.5994942159564
0.0,4.0,2.0,28.0,0.01998014887848318,0.004599348233318341,0.024983438914171825,0.03411097958408413,41.97873611382656
0.0,4.0,3.0,42.0,0.008309489698388151,0.0038358816269392242,0.009180048837331473,0.023222972023528653,27.160567530363362
0.0,4.0,4.0,56.0,0.010947203745307214,0.004543547140519973,0.005938579706829416,0.018278033299435052,36.34531803213645
0.0,4.0,5.0,70.0,0.02307682132659699,0.005622971814930264,0.006817084555175471,0.013545704224467952,17.650880188494042
0.0,4.0,6.0,84.0,0.027080128015453196,0.003940731742442716,0.0026980512157555752,0.010607352948420839,33.94507117598749
0.0,4.0,7.0,98.0,0.031559970627865704,0.004625071323954954,0.0039792152521082435,0.030488061936192704,48.43773617453943
0.0,4.0,8.0,112.0,0.06817344825970788,0.0019775062059351005,0.003177881239809521,0.01766371184350853,25.279862115356337
0.0,5.0,1.0,40.0,0.020392964862251176,0.007049516131581384,0.013157210194321771,0.027672904678532242,21.616379371737004
0.0,5.0,2.0,80.0,0.02075939259594021,0.00445521001063626,0.005457833397654615,0.01521862396856417,30.467781578016382
0.0,5.0,3.0,120.0,0.03634054100635985,0.002599739444704685,0.00409905122661857,0.019235535621563205,22.563798439092654
0.0,5.0,4.0,160.0,0.1000277739208243,0.0010452110312248815,0.0024192251723045653,0.022685037444672634,25.437598718657163
0.0,5.0,5.0,200.0,0.09000881791017638,0.00136363643983126,0.002080621067389724,0.014583885557527904,37.87738677062382
0.0,5.0,6.0,240.0,0.10009519278690471,0.001669918811125789,0.002874429603252299,0.021829621250061066,30.10428303651919
0.0,5.0,7.0,280.0,0.08951367723816504,0.0009410825153808119,0.0031697860101882955,0.018283693563343775,28.417487070966914
0.0,5.0,8.0,320.0,0.21212268088545302,0.0006628362427178045,0.00318628275011243,0.00789495614771136,23.457788837459876
0.0,6.0,1.0,40.0,0.020778499265972875,0.003512841652761038,0.001529555771906387,0.019857549424098262,35.73488691541003
0.0,6.0,2.0,80.0,0.01808270242480702,0.000980712481542627,0.003258088812269919,0.013227435117962368,34.369577494389674
0.0,6.0,3.0,120.0,0.0913392420751188,0.0016256294884963798,0.001676594568363056,0.02397054711369026,49.27184069744387
0.0,6.0,4.0,160.0,0.22568238673529606,0.0006257225689122767,0.002500602623735036,0.019187655307497047,15.361710284247092
0.0,6.0,5.0,200.0,0.043020851349010514,0.0010335604107719622,0.0036973080254695274,0.013007765836316501,27.302210794837006
0.0,6.0,6.0,240.0,0.15843480457774203,0.0006823583041679097,0.0033276392482104447,0.016817603896725476,21.199730456507496
0.0,6.0,7.0,280.0,0.12694205652298882,0.0008766584899939629,0.002935086346685677,0.02079497681363108,24.02045259476063
0.0,6.0,8.0,320.0,0.10284832413694336,0.0010634387419528404,0.0023463804489901154,0.02139547504837591,58.76086525668496
0.0,7.0,1.0,24.0,0.022519832529191933,0.004464885742294617,0.019318903123217428,0.01659128487412716,27.577164466275352
0.0,7.0,2.0,48.0,0.0137725284418852,0.004185400292978136,0.018894940662043194,0.021514881653623533,24.993927834004573
0.0,7.0,3.0,72.0,0.023094010767584924,0.004268973581434909,0.009713376355296297,0.019470055621555588,34.309255311067304
0.0,7.0,4.0,96.0,0.022938842084780055,0.002655669572927998,0.004828297121642722,0.010996892640233513,26.0051505887364
0.0,7.0,5.0,120.0,0.06945936347680695,0.004272506105091953,0.006183739216264966,0.01190504740437158,20.94891746265527
0.0,7.0,6.0,144.0,0.09206191843209016,0.0034404319637203608,0.006614117047945345,0.026566494146922463,25.70401580631767
0.0,7.0,7.0,168.0,0.036503968038278996,0.0022096204753436935,0.004057992473071953,0.017261331372188143,34.36360200644197
0.0,7.0,8.0,192.0,0.09670360542186253,0.0033943375608211247,0.004154344004684203,0.02103827907703759,23.098778570058016
0.0,8.0,1.0,24.0,0.034260903721436205,0.0056131863561850815,0.01545981055982561,0.022536306715535297,54.444598315299245
0.0,8.0,2.0,48.0,0.017817416127495146,0.005118946022623745,0.012826965493520703,0.027852375136383393,23.29776200165403
0.0,8.0,3.0,72.0,0.024800793638094957,0.007438698003369355,0.009243658851390042,0.024894130306082424,38.57738049316316
0.0,8.0,4.0,96.0,0.06313879897897896,0.0020107672569353173,0.006888779943141077,0.005806065822289906,27.157937540037377
0.0,8.0,5.0,120.0,0.01593638145779207,0.0027070200960091994,0.0035369110493272686,0.029753728436077008,37.4392364848888
0.0,8.0,6.0,144.0,0.06751836904672802,0.00290665509858058,0.0033707749157235374,0.015150980854195552,31.261283677143794
0.0,8.0,7.0,168.0,0.20460569900052156,0.0027484314782864174,0.003915532898188025,0.013407063742750622,18.768800098643947
0.0,8.0,8.0,192.0,0.11330181634599491,0.0034205569583816665,0.003112599364755946,0.011696662294223269,35.94415311086273
0.0,9.0,1.0,5.0,0.01610974268955928,0.0,0.09435839335923266,0.004372105464623343,10.722972668861134
0.0,9.0,2.0,10.0,0.01817027050317984,0.0,0.03338885025601944,0.005764549411495258,22.58910925961573
0.0,9.0,3.0,15.0,0.021894407490614477,0.0,0.004052988071849907,0.013311818088348753,47.928518203078816
0.0,9.0,4.0,20.0,0.016714217880746864,0.0008931948200648612,0.0037929435985515894,0.01687154502491703,33.80088756231114
0.0,9.0,5.0,25.0,0.0075066108430639515,0.004120527147552976,0.001655637177400839,0.013107157537848257,20.17025745285086
0.0,9.0,6.0,30.0,0.01949765960721252,0.001649361316867541,0.0038780143616663123,0.00723741723386687,14.92840054584358
0.0,9.0,7.0,35.0,0.011233453440081358,0.00083994163017302,0.0023170530481198756,0.011496472136688378,42.13244423413929
0.0,9.0,8.0,40.0,0.031959796173138634,0.0010855701886342997,0.0028535153487300713,0.014059832119766089,37.610788725729066
0.0,10.0,1.0,10.0,0.058220980236359285,0.005612604386515469,0.03241275512053799,0.047101151365363095,34.26681026466114
0.0,10.0,2.0,15.0,0.022519832529192232,0.007177610019084906,0.026758734696191912,0.027456674183569497,37.57563800427841
0.0,10.0,3.0,20.0,0.02130653078209238,0.006430754195514983,0.029240375359738304,0.023165665491569006,29.081167199998795
0.0,10.0,4.0,25.0,0.020911757154806334,0.003384209490581416,0.01696981683905548,0.024283716814591915,22.688889666215804
