,mean,mean,mean,mean,std,std,std,std
Size,4,8,16,32,4,8,16,32
Error,,,,,,,,
0.0001,0.48172429743728684,0.48543818672488653,0.4723383309284529,0.4563713248347211,0.002520968248243438,0.006311728313891615,0.009508318915280613,0.013168272489707913
0.00013593563908785255,0.4804225150792267,0.47959430925974383,0.4641910249984645,0.4417197063097508,0.006135889015746564,0.006784796524745973,0.00847126201868418,0.007555510831497057
0.00018478497974222906,0.4725627287601858,0.4561918533939654,0.4508949929337373,0.4253141342331671,0.010005765970372083,0.009892230298658076,0.007309642614870501,0.00820581600163178
0.00025118864315095795,0.48014229072590553,0.4515569681969033,0.44236576825137564,0.3995491026981264,0.01132751072449299,0.011241004498181335,0.0012351898421740265,0.014120196354016783
0.0003414548873833601,0.4645289327963433,0.44298708583529606,0.4205493942147346,0.37105065108659385,0.008356271652654993,0.0039320579178038365,0.0037872249113713847,0.00690160316448713
0.00046415888336127773,0.4472748218300226,0.42714001115716094,0.3956904765535667,0.33122856863550104,0.0040118905299398626,0.005240276785038739,0.009810980766385452,0.007128204465952815
0.000630957344480193,0.43301574693020395,0.4104849161824879,0.3654188529948439,0.29237931700200304,0.008268086510580688,0.009784900570337018,0.0045364448033854395,0.006514860432571688
0.0008576958985908946,0.4102744200248598,0.3848744281443459,0.33487882523879614,0.23774487212465847,0.009198794139356163,0.00776451315141254,0.0035209772051017565,0.00601011838534363
0.0011659144011798312,0.3829721083816361,0.3459495842623186,0.27630821475665956,0.18724878189086028,0.0038477963575101067,0.006897226630759635,0.014422193713785433,0.007587490090442071
0.001584893192461114,0.3504621647306969,0.2989850557784005,0.22801559350907719,0.12490455330550365,0.004686700145486796,0.005197287014008186,0.006598917048260267,0.002953902223221736
0.002154434690031882,0.3087905884641261,0.2521482284112746,0.1702829234264989,0.08386734053058309,0.006167869872967043,0.007607728818507384,0.00566615971201692,0.009326106657776846
0.0029286445646252374,0.2605862542529356,0.2072153390765881,0.1274338216209052,0.0429026108986022,0.002857455813931827,0.006526847744522641,0.008294965178896841,0.008249218253616984
0.003981071705534973,0.2065908012567919,0.14324963333701674,0.07269833639296992,0.01658091060027553,0.008417886261682082,0.009598574793441937,0.004600552237441258,0.012590881092500289
0.0054116952654646375,0.1521049922056307,0.09683500573333377,0.03144623199007018,0.0073898671204970364,0.009074666951582827,0.0051363379595931935,0.007575244821572416,0.005356198339763555
0.007356422544596414,0.10509695488777854,0.05531624929537335,0.011905377590740535,0.00963060832101838,0.0014233873363041607,0.012501249978316515,0.003867071872287855,0.0034806624918347494
0.01,0.04787545644956089,0.01977501416734409,0.011789793279268355,0.011929899305093397,0.0063921561384386975,0.0056145650340441505,0.004494517615426502,0.003765507549196844
