,mean,mean,mean,mean,std,std,std,std
Size,4,8,16,32,4,8,16,32
Error,,,,,,,,
0.0001,-0.0032779947916666565,0.004591471354166679,0.0030485026041666696,-0.00599772135416666,0.03208020589979275,0.011581950586181155,0.026183485029690232,0.018299214664601673
0.00013593563908785255,0.011731770833333342,-0.0011816406249999956,-0.001477864583333331,-0.0007552083333333278,0.01562781007717203,0.027453850191881173,0.019203989298545762,0.022075072848837144
0.00018478497974222906,-0.0033626302083333273,-0.0018766276041666619,-0.0006835937499999924,0.0042838541666666745,0.024104150172573852,0.01872213473552685,0.015546590552895262,0.01609302309240263
0.00025118864315095795,-0.003987630208333327,-0.0005517578125000012,-0.023299153645833324,-0.017325846354166657,0.020839405107501416,0.018827539965139254,0.012094691262281862,0.02197247805676201
0.0003414548873833601,-0.00542317708333333,-0.0065299479166666605,-0.00505533854166666,-0.002892252604166672,0.023184770202353468,0.04885227788054349,0.026080777109031908,0.0413129747955215
0.00046415888336127773,0.003759765625000005,-0.0013362630208333256,-0.0025195312499999957,-0.024811197916666656,0.0314319718527324,0.025821223753474207,0.010908408577127413,0.017681811448999885
0.000630957344480193,0.007200520833333341,-0.0023063151041666638,-0.007950846354166664,-0.005014648437499995,0.028351556240941614,0.012494340957824404,0.029167395385842503,0.015505521362867154
0.0008576958985908946,0.016054687500000005,-0.008001302083333332,-0.014606119791666664,-0.029858398437499996,0.012609914654754336,0.022088298119555507,0.01940205570674421,0.026226853689929577
0.0011659144011798312,0.00992838541666667,0.012436523437500008,-0.007550455729166663,-0.007884114583333327,0.01410727524038985,0.016683543137907816,0.010798249615134415,0.015092214013161978
0.001584893192461114,-0.00691243489583333,0.003722330729166668,0.008234049479166668,-0.0062190755208333314,0.04521100948009089,0.03326523261562761,0.015831304386709977,0.01951059916299417
0.002154434690031882,-0.013605143229166665,0.02707194010416667,-0.008883463541666664,-0.012239583333333335,0.002839414440993249,0.017785231332452644,0.02415896033410987,0.027030088595326685
0.0029286445646252374,-0.015022786458333331,0.0016080729166666708,-0.007975260416666661,-0.03224934895833333,0.019503902657006512,0.022317150598137544,0.023719901780159865,0.048855169159906925
0.003981071705534973,-0.026202799479166664,0.019920247395833333,0.000763346354166668,0.0168017578125,0.027728665507916635,0.023731015818144456,0.019555390445175964,0.03975917814699527
0.0054116952654646375,-0.008702799479166664,0.024827473958333332,0.002089843750000004,-0.005584309895833333,0.03251357026188237,0.00839653378644527,0.06512824901813209,0.019050777330519034
0.007356422544596414,0.057633463541666666,0.01614583333333333,0.02912109375,0.014025065104166666,0.03439263504760516,0.024195007426673968,0.013042554582047184,0.01412785355542651
0.01,0.045906575520833326,0.04397786458333333,0.0327880859375,0.049314778645833335,0.030152289130993066,0.02115962538658591,0.02150161698640807,0.03464992189498954
