,Size,Error,Amp,Bias
0,4,0.0001,0.481799460612769,0.024733072916666668
1,4,0.00013593563908785255,0.4729888069881212,0.0004557291666666668
2,4,0.00018478497974222906,0.47857128660029513,0.03079427083333334
3,4,0.00025118864315095795,0.4918574922268578,0.013001302083333346
4,4,0.0003414548873833601,0.46033958559771443,-0.01009765625
5,4,0.00046415888336127773,0.44899324756653897,0.04320963541666667
6,4,0.000630957344480193,0.4228917310909714,-0.02550781249999999
7,4,0.0008576958985908946,0.41160894602579373,0.011686197916666675
8,4,0.0011659144011798312,0.38020011496733125,0.029563802083333344
9,4,0.001584893192461114,0.34697858628171785,-0.021907552083333327
10,4,0.002154434690031882,0.3174985789673826,-0.016699218749999998
11,4,0.0029286445646252374,0.25923395280632855,-0.011210937499999997
12,4,0.003981071705534973,0.19863862363628607,-0.028997395833333335
13,4,0.0054116952654646375,0.15430324922732863,-0.018639322916666663
14,4,0.007356422544596414,0.10333222649407758,0.08184244791666667
15,4,0.01,0.04320614824864071,0.021165364583333332
16,8,0.0001,0.4858309372299981,0.00436197916666667
17,8,0.00013593563908785255,0.487042575456909,-0.03372395833333333
18,8,0.00018478497974222906,0.46217974550774815,0.01873697916666668
19,8,0.00025118864315095795,0.447526487373146,-0.0006705729166666676
20,8,0.0003414548873833601,0.4405423506728709,0.044401041666666675
21,8,0.00046415888336127773,0.4247526262376755,0.03011067708333335
22,8,0.000630957344480193,0.4088064205863507,-0.019700520833333325
23,8,0.0008576958985908946,0.38270352372690913,-0.013606770833333328
24,8,0.0011659144011798312,0.3419173959467963,-0.006503906249999992
25,8,0.001584893192461114,0.2924687308263516,0.03841145833333333
26,8,0.002154434690031882,0.2509185027593217,0.05095703125000001
27,8,0.0029286445646252374,0.20709758559579453,-0.017643229166666666
28,8,0.003981071705534973,0.13994795400399654,0.00705078125
29,8,0.0054116952654646375,0.0938932793052987,0.019824218749999997
30,8,0.007356422544596414,0.04583207846425924,0.012949218749999998
31,8,0.01,0.02662634935339211,0.02556640625
32,16,0.0001,0.46643907998581746,0.03084635416666666
33,16,0.00013593563908785255,0.47094068321122856,0.02087239583333333
34,16,0.00018478497974222906,0.4612722605988107,0.010826822916666678
35,16,0.00025118864315095795,0.4411127274443118,-0.04033203125
36,16,0.0003414548873833601,0.42020783003410744,0.004843750000000008
37,16,0.00046415888336127773,0.3949977825025223,-0.002499999999999989
38,16,0.000630957344480193,0.3647044779922121,-0.002141927083333335
39,16,0.0008576958985908946,0.3368713788842014,-0.007597656249999992
40,16,0.0011659144011798312,0.28591261855933325,-0.015013020833333324
41,16,0.001584893192461114,0.21860671267589132,0.011464843750000004
42,16,0.002154434690031882,0.17246241383276903,0.018782552083333334
43,16,0.0029286445646252374,0.12039804577702022,-0.009980468749999995
44,16,0.003981071705534973,0.06910404263985107,0.0036914062500000015
45,16,0.0054116952654646375,0.04178221933810786,-0.006868489583333333
46,16,0.007356422544596414,0.016788172973281723,0.02981770833333333
47,16,0.01,0.007132335011860073,0.05447265625
48,32,0.0001,0.46497346587172694,-0.01956380208333333
49,32,0.00013593563908785255,0.44024213634889126,0.001790364583333341
50,32,0.00018478497974222906,0.4213606423166487,0.020377604166666674
51,32,0.00025118864315095795,0.39501620061933707,-0.009466145833333328
52,32,0.0003414548873833601,0.36126503731653486,0.056289062499999994
53,32,0.00046415888336127773,0.32885925676354816,-0.04181640624999999
54,32,0.000630957344480193,0.287093302307378,-0.02686848958333332
55,32,0.0008576958985908946,0.23804176513460898,-0.049375
56,32,0.0011659144011798312,0.18765826926988938,0.010319010416666673
57,32,0.001584893192461114,0.126076395238068,-0.018678385416666665
58,32,0.002154434690031882,0.08115101000631758,0.025475260416666666
59,32,0.0029286445646252374,0.04974896526659926,-0.07345703125
60,32,0.003981071705534973,0.03265466171558209,0.04333333333333333
61,32,0.0054116952654646375,0.009485080398700866,-0.010677083333333334
62,32,0.007356422544596414,0.007898653469152934,0.01962890625
63,32,0.01,0.013655677448922886,0.04557942708333334
64,4,0.0001,0.48040888496623474,-0.04334635416666666
65,4,0.00013593563908785255,0.478104021239874,-0.0030989583333333173
66,4,0.00018478497974222906,0.473838544610566,-0.00413411458333333
67,4,0.00025118864315095795,0.48089203065799063,0.00789062500000001
68,4,0.0003414548873833601,0.458482677542846,0.018404947916666664
69,4,0.00046415888336127773,0.44224437410236644,0.014824218750000003
70,4,0.000630957344480193,0.43935078651012927,0.02877604166666667
71,4,0.0008576958985908946,0.3971805215644593,0.0016927083333333356
72,4,0.0011659144011798312,0.37974606385951226,-0.003274739583333337
73,4,0.001584893192461114,0.35688414494243187,0.03800130208333334
74,4,0.002154434690031882,0.305501482915562,-0.009954427083333328
75,4,0.0029286445646252374,0.26057341272940204,-0.008971354166666664
76,4,0.003981071705534973,0.2142212761304839,0.010638020833333336
