dataset,circuit_id,layer,num_params,accuracy,entcap,expr,last_cost_avg,num_iter
0.0,15.0,1.0,9.0,0.953125,0.7133420342056895,0.30069363252245546,0.07311583798037444,1024.0
0.0,15.0,3.0,27.0,0.9765625,0.9137947056429675,0.08706547406557111,0.041391445112139415,1024.0
0.0,15.0,5.0,45.0,0.921875,0.9704940320885146,0.01566661649536427,0.025097608335083482,1024.0
0.0,15.0,7.0,63.0,0.90625,0.9856290820057386,0.007236058800012446,0.02308167314387359,1024.0
0.0,15.0,9.0,81.0,0.984375,0.9905693381229985,0.011230577129442802,0.024501867075647218,1024.0
0.0,15.0,11.0,99.0,0.984375,0.9918112825305062,0.011230577129442802,0.030280042474460735,1024.0
0.0,15.0,13.0,117.0,0.984375,0.9921139848455057,0.013050792007969225,0.02951016640916195,1024.0
0.0,15.0,15.0,135.0,0.984375,0.9922667926810356,0.013399205440147246,0.029637641966031456,1024.0
