,circuit_id,layer,expr,entcap
112,7.0,13.0,0.004778102351160782,0.8725795441647974
113,7.0,14.0,0.004110547347791348,0.8844162440753248
114,6.0,16.0,0.006626560115218946,0.9537255522011672
115,8.0,6.0,0.01744559397951967,0.7810008889146721
116,7.0,15.0,0.007560215462894484,0.8931030330494634
117,9.0,1.0,0.5913931459573583,0.9999999999999999
118,8.0,7.0,0.010737480441004884,0.8122055087253873
119,8.0,8.0,0.007419835783330038,0.8378247289042149
120,9.0,2.0,0.11728392142508165,0.9999999999999997
121,7.0,16.0,0.006509685148287294,0.9006537360611906
122,8.0,9.0,0.004713389168199257,0.8568704686468168
123,9.0,3.0,0.020296001000018903,0.9999999999999994
124,9.0,4.0,0.00942972450634121,0.9881634439176838
125,8.0,10.0,0.0023756527651822815,0.8733009825484849
126,9.0,5.0,0.004339367547188987,0.978558344400018
127,8.0,11.0,0.004507522465673588,0.8895761849387983
128,8.0,12.0,0.0014655971910040606,0.8966723602514941
129,9.0,6.0,0.004694151308353,0.9281247974747817
130,9.0,7.0,0.0040749205050944265,0.9343793497406573
131,8.0,13.0,0.004087459021575351,0.9068164351525065
132,9.0,8.0,0.00323151475023763,0.951702110197171
133,8.0,14.0,0.0011278394847862373,0.9134032832667853
134,9.0,9.0,0.006253468700664966,0.9530952385491683
135,10.0,1.0,0.28103114975766275,0.3720286775369953
136,10.0,2.0,0.1483035893829006,0.5815449779677335
137,9.0,10.0,0.0013830487350654334,0.9545548957753552
138,8.0,15.0,0.006019115366400565,0.9205626154972826
139,10.0,3.0,0.16526966723406433,0.6912435398570802
140,9.0,11.0,0.005334653071643717,0.9544380649692005
141,8.0,16.0,0.0032374170194638865,0.927336709958713
142,10.0,4.0,0.08451936158215745,0.7702403975643033
143,9.0,12.0,0.004977752678147502,0.9543087236609558
144,10.0,5.0,0.08620494134956691,0.8236417911336922
145,10.0,6.0,0.09771426942356697,0.8596026163091537
146,9.0,13.0,0.005490889019313745,0.9537025446788824
147,10.0,7.0,0.09178051148904248,0.8831857601888147
148,9.0,14.0,0.005161870778994732,0.9537837651987486
149,10.0,8.0,0.06616475374867978,0.8983248851596042
150,11.0,1.0,0.19287111702240595,0.6211277094103208
151,10.0,9.0,0.08793927436556351,0.9067665384367842
152,9.0,15.0,0.007164516576782618,0.9539907901021653
153,10.0,10.0,0.08847815896536333,0.9205694275793197
154,11.0,2.0,0.038136287263376395,0.7996084252224996
155,9.0,16.0,0.009419302099912374,0.9544034011072345
156,11.0,3.0,0.007301735617738848,0.8817580718090983
157,10.0,11.0,0.07813824837837975,0.920658657488053
158,11.0,4.0,0.003353789879371731,0.9190481123163625
159,10.0,12.0,0.08065731576780932,0.9285307217317637
160,10.0,13.0,0.08926701275707837,0.9280844953466453
161,11.0,5.0,0.0047713416579282675,0.9365754511459318
162,10.0,14.0,0.046451014325745686,0.9335286667878081
163,11.0,6.0,0.004508774889315535,0.9442467329795865
164,11.0,7.0,0.005180119740077787,0.9515243777213163
165,10.0,15.0,0.08217961933354873,0.9334413609267873
166,12.0,1.0,0.21035788556953858,0.4567901856279433
167,11.0,8.0,0.003933592160134267,0.9517710529410673
168,12.0,2.0,0.07731505969301666,0.6418603706576914
169,10.0,16.0,0.09541151632394529,0.931514950690263
170,11.0,9.0,0.00651286959595514,0.9516104080433481
171,12.0,3.0,0.02188189762579372,0.7369822576197487
172,11.0,10.0,0.008452083526223186,0.9519779343893764
173,12.0,4.0,0.008901989224281934,0.7999915719640108
174,11.0,11.0,0.005074640067468005,0.9539036251616919
175,11.0,12.0,0.0031806741371922234,0.9549288241980459
176,12.0,5.0,0.022588600692818837,0.841970487173567
177,11.0,13.0,0.0035821435234540495,0.9535686194029609
178,12.0,6.0,0.003953142775397635,0.8711699358867578
179,11.0,14.0,0.0043630999884597815,0.9538058659733403
180,12.0,7.0,0.011821492767346405,0.8910208217528918
181,11.0,15.0,0.005326800903409578,0.95393767275996
182,13.0,1.0,0.34529184532508006,0.21580616573183567
183,12.0,8.0,0.003264642968254041,0.9078272507747401
184,12.0,9.0,0.006557941424829645,0.919150194146354
185,13.0,2.0,0.10590756814404469,0.41305006263989286
186,12.0,10.0,0.0087248310874375,0.9279265135976135
187,11.0,16.0,0.005010880423356812,0.9535455170975358
188,13.0,3.0,0.06612606959674792,0.5285215217981308
189,12.0,11.0,0.011500678921655795,0.9339866421665657
190,13.0,4.0,0.03398303954186939,0.6320159423651593
191,12.0,12.0,0.0046348257453717664,0.9410822646743333
192,13.0,5.0,0.023568860275731764,0.7048001914850883
193,12.0,13.0,0.00536496735946527,0.9421399236894127
194,13.0,6.0,0.021628314116723897,0.7607881409540272
195,12.0,14.0,0.009760664251625674,0.946262649631155
196,13.0,7.0,0.019261101648043386,0.7954873799765625
197,14.0,1.0,0.15809194520242847,0.3438808953040619
198,12.0,15.0,0.006033855135524936,0.948722260186001
199,13.0,8.0,0.009657482249053339,0.8277027803523764
200,14.0,2.0,0.05152346898542856,0.5523493669880688
201,12.0,16.0,0.002883753168200371,0.9479836768970106
202,13.0,9.0,0.008216851424223109,0.8500996136653741
203,14.0,3.0,0.015993383241212137,0.6821729995163222
204,13.0,10.0,0.0049265897876508095,0.8684041472704421
205,14.0,4.0,0.012642402685226234,0.7673963709309689
206,13.0,11.0,0.0056244292777886985,0.8836420437316986
207,14.0,5.0,0.0032763396945063913,0.8150126928060918
208,14.0,6.0,0.011014240475694008,0.8508329677167586
209,13.0,12.0,0.0036615436378102852,0.8999342560166491
210,14.0,7.0,0.0026633182932538505,0.8796041333594328
211,13.0,13.0,0.002612665937725393,0.9099053844757573
212,14.0,8.0,0.003274407272089862,0.9022056591678276
213,13.0,14.0,0.002364846088735429,0.916666808284859
214,15.0,1.0,0.733852259524448,0.6852857274116076
215,15.0,2.0,0.2480334034993379,0.7349781807343858
216,14.0,9.0,0.004978701855818045,0.9160858651977126
217,13.0,15.0,0.004568279234614281,0.9252160307521639
218,14.0,10.0,0.0038497207485694747,0.9280021542500232
219,15.0,3.0,0.08082241872675316,0.8744565369305166
220,15.0,4.0,0.06013887890945995,0.8909279613056308
221,15.0,5.0,0.036524766898154995,0.9208179316163579
222,14.0,11.0,0.0033822775878385564,0.9345580441456807
223,13.0,16.0,0.00450467862433271,0.931390804790648
224,15.0,6.0,0.0364159348646797,0.9270236523259956
225,14.0,12.0,0.005454434989340342,0.9405719344709997
226,15.0,7.0,0.0628858799052979,0.935003635703826
227,14.0,13.0,0.005171010782283799,0.9430281639584037
228,15.0,8.0,0.06176290763439324,0.9372667087691345
229,15.0,9.0,0.0524126310538684,0.9408344563623451
230,16.0,1.0,0.2893448435753854,0.18742893538132258
231,16.0,2.0,0.1674999020711566,0.3571592324433186
232,14.0,14.0,0.005259164358215579,0.9469929178025632
233,15.0,10.0,0.07601349671848802,0.9386722260968275
234,16.0,3.0,0.08100014832626579,0.4787143743635303
235,15.0,11.0,0.04945704859812033,0.9393481559385904
236,15.0,12.0,0.041024139597378446,0.9385323142422891
237,14.0,15.0,0.0032912848780370994,0.9492323307976418
238,16.0,4.0,0.057686105331088075,0.5578016482854576
239,15.0,13.0,0.03593498906723477,0.9405653850095743
240,16.0,5.0,0.04212299328984853,0.6223592782126579
241,16.0,6.0,0.028250684800071917,0.664347797120449
242,14.0,16.0,0.00549123249786653,0.9498463093515314
243,15.0,14.0,0.06346169706204044,0.9401346718594876
244,16.0,7.0,0.01775108285750901,0.6960681655227776
245,15.0,15.0,0.039987347542527925,0.9394089857225542
246,16.0,8.0,0.02654321266143944,0.7326499400356234
247,15.0,16.0,0.05005957114092654,0.9388132337896745
248,16.0,9.0,0.015957898098132074,0.7540958128266272
249,17.0,1.0,0.18516187526624084,0.32518173439496645
250,16.0,10.0,0.015298200919735811,0.777315095685908
251,17.0,2.0,0.07421187862502762,0.5178752316775563
252,17.0,3.0,0.040818790711019515,0.6170893198953413
253,16.0,11.0,0.006881292984187142,0.7982223865195959
254,17.0,4.0,0.0372180410424494,0.6784094921233692
255,16.0,12.0,0.007595007161926234,0.8091156057539904
256,17.0,5.0,0.01980853583953841,0.7329339321833448
257,16.0,13.0,0.002925678633757922,0.8200296226859628
258,17.0,6.0,0.013445497075465336,0.7825501196821992
259,16.0,14.0,0.007938998397913948,0.8393973593411024
260,17.0,7.0,0.008562319214408897,0.8065618440746168
261,16.0,15.0,0.0050010715652040825,0.8429200718015999
262,17.0,8.0,0.005830601764516049,0.8362576512066792
263,16.0,16.0,0.010800790439938972,0.8581175453716461
264,17.0,9.0,0.004697245167890911,0.8533818252328539
265,18.0,1.0,0.2662990778829254,0.2184123745189127
266,18.0,2.0,0.08724211455375468,0.41743148856164414
267,18.0,3.0,0.07129342493943061,0.556402208589037
268,17.0,10.0,0.005777715139492863,0.8721840356503376
269,17.0,11.0,0.007567809712695852,0.8859138935834744
270,18.0,4.0,0.0494989412863626,0.6511475868528757
271,17.0,12.0,0.007021861693719806,0.8938990331690106
272,17.0,13.0,0.004235786972438981,0.9048677995157653
273,18.0,5.0,0.017318710778848626,0.7168039300672547
274,17.0,14.0,0.002778010731207528,0.9137386132163986
275,18.0,6.0,0.004610091353242193,0.768097823785093
276,18.0,7.0,0.0047929783787997934,0.8005361292276971
277,17.0,15.0,0.004229944232972675,0.9186064547945515
278,17.0,16.0,0.0019516496794525521,0.9249641464666583
279,18.0,8.0,0.0022242088819203424,0.8353146658550189
280,19.0,1.0,0.11671056666865054,0.3775709562791763
281,18.0,9.0,0.008104552305473125,0.856686421541174
282,19.0,2.0,0.04345377300283601,0.5987894975478038
283,18.0,10.0,0.006133293296177428,0.8724465098725075
284,18.0,11.0,0.004103694771644767,0.8940050924123892
285,19.0,3.0,0.030831134411672016,0.7312176660276927
286,19.0,4.0,0.010991612911296843,0.8047729664576401
287,18.0,12.0,0.009025650455247811,0.9028189225621212
288,19.0,5.0,0.005091512173609008,0.857840073582097
289,18.0,13.0,0.002339227434810737,0.9138801913050065
290,19.0,6.0,0.004366680799993946,0.8868793933497388
291,19.0,7.0,0.004492731255156155,0.9119654223124766
292,18.0,14.0,0.004242662592049955,0.9214908385767709
293,18.0,15.0,0.002933514654110417,0.9272156611066827
294,19.0,8.0,0.0060848532987594125,0.924348513619919
295,18.0,16.0,0.002924710540561138,0.9328182530060299
296,1.0,1.0,0.33213770919825925,2.4852860874489333e-32
297,19.0,9.0,0.0022949771853968647,0.9345938677372029
298,19.0,10.0,0.005728394978932986,0.9406826466904041
299,1.0,2.0,0.2863114541994888,8.099639850904724e-32
300,1.0,3.0,0.2977610359850402,1.4672100009615113e-31
301,19.0,11.0,0.004133084567933118,0.9444137863894987
302,1.0,4.0,0.2671649890771531,2.1116037586265365e-31
303,19.0,12.0,0.0032499735084676237,0.9475139066370325
304,1.0,5.0,0.25141827048439236,2.776773030373547e-31
305,19.0,13.0,0.005424347655245924,0.9506363241915988
306,19.0,14.0,0.005870170803870136,0.9512398931032805
307,1.0,6.0,0.2198026254876823,3.443736960247876e-31
308,19.0,15.0,0.00163612491243293,0.951914398774288
309,1.0,7.0,0.22837208135064038,4.061140357640977e-31
310,19.0,16.0,0.006629751983740168,0.9532704569928162
311,2.0,1.0,0.31772056301795415,0.7265603105828661
312,1.0,8.0,0.2282513260915433,4.721086737147371e-31
313,2.0,2.0,0.057530468892168576,0.779477570204865
314,1.0,9.0,0.24424290515482575,5.411965024888592e-31
315,2.0,3.0,0.017670824394747806,0.8797022679830113
316,1.0,10.0,0.23832973407027555,6.067353089514481e-31
317,2.0,4.0,0.004918753880063777,0.9072349769496594
318,1.0,11.0,0.20039446682607046,6.715953851358666e-31
319,2.0,5.0,0.004254176028240351,0.9321805040900081
320,1.0,12.0,0.283281577200331,7.35905447639355e-31
321,2.0,6.0,0.004065615257978439,0.941566720501943
322,1.0,13.0,0.24646289350536274,8.064261577906573e-31
323,2.0,7.0,0.011039951943462887,0.9471666493983388
324,1.0,14.0,0.2927614165586985,8.625954470928127e-31
325,2.0,8.0,0.005233079035482809,0.9505480695670235
326,3.0,1.0,0.33628739880600156,0.18633303139368462
327,3.0,2.0,0.14005996575098678,0.3594367783016437
328,2.0,9.0,0.002883829041870371,0.9521758922105747
329,1.0,15.0,0.23076411408634134,9.271520119943956e-31
330,1.0,16.0,0.24885123356744182,1.0102961555415291e-30
331,3.0,3.0,0.07589603965095541,0.48335764382623914
332,2.0,10.0,0.00750194455282732,0.9528164743414721
333,2.0,11.0,0.0017211808212322195,0.9538678637527526
334,3.0,4.0,0.05251392205048866,0.5555449097271455
335,3.0,5.0,0.045529323625945445,0.6251624974669868
336,2.0,12.0,0.0047598955493838024,0.953353395824193
337,3.0,6.0,0.021415956706817736,0.6657038855254908
338,2.0,13.0,0.005049625885899148,0.9546292719603283
339,3.0,7.0,0.02246614378638656,0.7028138785179281
340,4.0,1.0,0.19534163940018698,0.351593222747813
341,2.0,14.0,0.002947037201721856,0.9528674650071305
342,3.0,8.0,0.021742242057407542,0.7311971289046791
343,4.0,2.0,0.05944610673979851,0.5272299041925074
344,4.0,3.0,0.03302280917366525,0.6184242550254802
345,2.0,15.0,0.003820659008455086,0.9531087192605276
346,3.0,9.0,0.020462976827805606,0.7544309088189592
347,2.0,16.0,0.00661505138327129,0.9540937903142473
348,3.0,10.0,0.012058333802070513,0.773232395904759
349,4.0,4.0,0.0270507788812221,0.6878263861060926
350,4.0,5.0,0.011640148497862253,0.7378247733081256
351,3.0,11.0,0.004689300967710313,0.7915501198946758
352,4.0,6.0,0.016899745895805493,0.776502777890659
353,3.0,12.0,0.015254527702031187,0.8106150558852663
354,4.0,7.0,0.00365621950415036,0.8109355522201902
355,3.0,13.0,0.0074841555784547036,0.8233512045744205
356,5.0,1.0,0.09207231848623712,0.37802090889584083
357,4.0,8.0,0.0023357145238801806,0.8313223896307873
358,5.0,2.0,0.007246172429202075,0.7093009194753713
359,3.0,14.0,0.00557911459215343,0.839747406477421
360,4.0,9.0,0.0019236273716558383,0.8528532664567415
361,4.0,10.0,0.003525433211313851,0.8693117679284442
362,5.0,3.0,0.004156785861265012,0.8507569479503159
363,3.0,15.0,0.01082826449369565,0.8504515686568517
364,4.0,11.0,0.004264218798606974,0.8840565216819484
365,5.0,4.0,0.004615623546111312,0.9097135225548504
366,3.0,16.0,0.004005629552182791,0.8608082032125522
367,5.0,5.0,0.010372221209542083,0.9367935611989072
368,4.0,12.0,0.00693406342982952,0.8913268269400931
369,4.0,13.0,0.004454486816043726,0.9049625458486334
370,5.0,6.0,0.005760293888475626,0.9455552241429226
371,6.0,1.0,0.0022325766491526618,0.8558079273098539
372,5.0,7.0,0.00533349546026218,0.9499830517036355
373,4.0,14.0,0.0028711609444586625,0.9122487180500449
374,6.0,2.0,0.008792148908470793,0.9455012966193589
375,5.0,8.0,0.006792816995050665,0.9522111773040636
376,4.0,15.0,0.004934129847072076,0.9189146777729902
377,5.0,9.0,0.005894453278218425,0.9521013790814917
378,6.0,3.0,0.0020583439790901143,0.9532515842579206
379,4.0,16.0,0.004306838005176946,0.9230255803334324
380,6.0,4.0,0.006353387844919601,0.9536182121421282
381,5.0,10.0,0.002182494974921785,0.9547153434929134
382,5.0,11.0,0.005081606545066122,0.9533694586199107
383,6.0,5.0,0.005372570539592326,0.9539813620627811
384,5.0,12.0,0.0023563269783549207,0.9542677347856697
385,6.0,6.0,0.006061788034198257,0.9535033485484408
386,5.0,13.0,0.0032582942636989265,0.9534847451988
387,7.0,1.0,0.2129271843544307,0.24208164129074636
388,6.0,7.0,0.00491746066366416,0.9532762163394499
389,7.0,2.0,0.07442445220700399,0.44934012432116477
390,5.0,14.0,0.011802759692222123,0.9538735150488209
391,6.0,8.0,0.007095577812676737,0.9546347916231676
392,7.0,3.0,0.06513636536905265,0.5637385504639533
393,6.0,9.0,0.005876513326381073,0.9536061171276524
394,5.0,15.0,0.005178999126450416,0.954675469876932
395,7.0,4.0,0.03164963575591089,0.6340554560764128
396,6.0,10.0,0.003390657075750752,0.9539790592589928
397,5.0,16.0,0.0022513731174933337,0.9535424156872063
398,7.0,5.0,0.015775337363305927,0.6821872674619592
399,6.0,11.0,0.0030704278861589628,0.9537403557364866
400,7.0,6.0,0.02348793373430335,0.7287402754591843
401,7.0,7.0,0.006584757799510774,0.7624327332553993
402,7.0,8.0,0.014161699984708502,0.7857774859252957
403,6.0,12.0,0.011273512400852882,0.9538022608511021
404,8.0,1.0,0.15706045375655192,0.3277514709037906
405,7.0,9.0,0.008894451979605133,0.8091777326576728
406,8.0,2.0,0.07685254195045707,0.5137028360045356
407,7.0,10.0,0.004782907750790834,0.8291376380455708
408,6.0,13.0,0.006844049432973656,0.9531714646921841
409,7.0,11.0,0.01092183157327237,0.850355636820363
410,8.0,3.0,0.0436442080720324,0.6144897731120058
411,6.0,14.0,0.003980418811707048,0.9538968368177517
412,7.0,12.0,0.018135265696070706,0.8603366622543606
413,8.0,4.0,0.027588374197586096,0.6983946024180051
414,7.0,13.0,0.003116783258746014,0.8731974520897383
415,8.0,5.0,0.01930282455736511,0.7452764749011691
416,6.0,15.0,0.005186395600446218,0.9534045247619526
417,8.0,6.0,0.007963874102236925,0.7871762891918993
418,7.0,14.0,0.008511511795376507,0.884459168638183
419,7.0,15.0,0.003351285049839197,0.8951394614251117
420,8.0,7.0,0.002891998024775223,0.8135912196985503
421,6.0,16.0,0.0027563365047623845,0.9542434356595358
422,9.0,1.0,0.5509217071401669,0.9999999999999999
423,8.0,8.0,0.007936266613658068,0.8359844508209955
424,7.0,16.0,0.006937392811944264,0.9022641072993411
425,9.0,2.0,0.08456791217648746,0.9999999999999997
426,8.0,9.0,0.0034174251258632265,0.8548781991906897
427,9.0,3.0,0.02332363823332492,0.9999999999999994
428,8.0,10.0,0.0028334022989636868,0.8739870679760084
429,9.0,4.0,0.004799773418589679,0.9887321866156528
430,8.0,11.0,0.0032914419811578342,0.8866498008040756
431,9.0,5.0,0.002635439155410928,0.978692768221758
432,8.0,12.0,0.003625426476714124,0.9004140229558578
433,9.0,6.0,0.004371061066740723,0.9278161278437483
434,9.0,7.0,0.0021250476368833322,0.9335509764484755
435,8.0,13.0,0.0030937208797129326,0.906669374054443
436,9.0,8.0,0.006354396374662694,0.9499458120117455
437,9.0,9.0,0.01031761686534181,0.9531998319505562
438,10.0,1.0,0.31872386449930673,0.381887431519769
439,8.0,14.0,0.003989115870127084,0.914236029910902
440,10.0,2.0,0.16537708469013285,0.5816265410695308
441,9.0,10.0,0.0037800757167741135,0.9537206886865375
442,9.0,11.0,0.006332736931888385,0.9544443935517225
443,8.0,15.0,0.003803838562776385,0.9219803500181536
444,10.0,3.0,0.1465892306389415,0.7001135937181604
445,10.0,4.0,0.07709821865016461,0.7762991657586118
446,9.0,12.0,0.005277053950530272,0.9539620956129098
447,8.0,16.0,0.002688739484751913,0.9270711860001636
448,10.0,5.0,0.07200491770712036,0.828348311012834
449,10.0,6.0,0.0910303653830882,0.8527660168785195
450,9.0,13.0,0.0042132982655377705,0.9530783960444832
451,10.0,7.0,0.092824706232189,0.8811130840739723
452,9.0,14.0,0.004095606614608215,0.9534852462904209
453,10.0,8.0,0.07580396686839802,0.9025331898278518
454,11.0,1.0,0.18276510517104685,0.6164845946919634
455,9.0,15.0,0.0020934723856973034,0.9536720718732833
456,10.0,9.0,0.09120291535428643,0.911731058249374
457,10.0,10.0,0.08649515513623496,0.9128462965573797
458,9.0,16.0,0.0018060305436802242,0.9529948585884297
459,11.0,2.0,0.04832839113694724,0.8003456779359565
460,11.0,3.0,0.00585601671111483,0.8808125626795472
461,10.0,11.0,0.08362932150769115,0.9232947359019225
462,11.0,4.0,0.0033312389335339756,0.9178402597096142
463,10.0,12.0,0.0783688710841396,0.9267312275699063
464,10.0,13.0,0.09953612409604665,0.9282157391744085
465,11.0,5.0,0.004906321585927234,0.9342745584207384
466,10.0,14.0,0.09727075068161342,0.9303142682555052
467,11.0,6.0,0.009737380845055231,0.9437666414825177
468,11.0,7.0,0.007794627869402304,0.9500928985801136
469,10.0,15.0,0.0557527541385275,0.929812046778834
470,12.0,1.0,0.20712050689048658,0.46100158376504075
471,10.0,16.0,0.0775492964278669,0.9310575390638426
472,11.0,8.0,0.0040181657817059775,0.9513723789373874
473,12.0,2.0,0.06607196756287796,0.6480441627165527
474,11.0,9.0,0.011060227518908663,0.953414685537451
475,11.0,10.0,0.005698791759051677,0.9530227491417574
476,12.0,3.0,0.03250461325954228,0.7416761787478957
477,12.0,4.0,0.009319083417471988,0.8014963754033153
478,11.0,11.0,0.0033569394848617495,0.9537678742656084
479,11.0,12.0,0.008746990494489123,0.9533871780668026
480,12.0,5.0,0.00941063015843402,0.8389268570494895
481,11.0,13.0,0.004098474848925473,0.9536887527401495
482,12.0,6.0,0.005338923135431526,0.8701219679011858
483,11.0,14.0,0.006908973344253291,0.9536662124660923
484,12.0,7.0,0.004481761832951105,0.8926227202903942
485,13.0,1.0,0.28356062675845856,0.2201951743612383
486,12.0,8.0,0.003595785490135889,0.907497553545586
487,11.0,15.0,0.004699052533760718,0.9534594942611863
488,12.0,9.0,0.003996374819208195,0.921172356353827
489,13.0,2.0,0.12387404110956342,0.4023129383834899
490,11.0,16.0,0.004546985387507043,0.9537145969114743
491,12.0,10.0,0.0054788569694654825,0.9290576373007456
492,13.0,3.0,0.060916560203864475,0.5375375127666258
493,12.0,11.0,0.0050530110262890695,0.9350107033954028
494,13.0,4.0,0.041074911023343263,0.6326954393951784
