circuit_id,layer,entcap,expr
1.0,1.0,5.383280423822894e-34,0.019798402409624716
1.0,2.0,1.2119798785390702e-33,0.05217822746967251
1.0,3.0,1.2579546560714575e-33,0.04165541874177766
1.0,4.0,1.5362854088613277e-33,0.02696639902817601
1.0,5.0,1.634824352129917e-33,0.0280251256564168
1.0,6.0,1.2746908137763371e-33,0.055880399281067354
1.0,7.0,1.9624401449674208e-33,0.03092629281517912
1.0,8.0,2.7363368204621786e-33,0.061240742976019856
1.0,9.0,4.2037596907943016e-33,0.0426246534264704
1.0,10.0,3.1273812346315165e-33,0.018843003800666974
1.0,11.0,5.4498532897636485e-33,0.05361653439283699
1.0,12.0,6.1311223072497535e-33,0.03641335874370836
1.0,13.0,4.297333599900728e-33,0.04386724065767789
1.0,14.0,6.176151006712587e-33,0.042631669106700174
1.0,15.0,5.299176814290017e-33,0.055355262992331664
1.0,16.0,5.370619369479383e-33,0.029977324568835822
2.0,1.0,0.00527717305384613,0.035109367012233474
2.0,2.0,0.003858767568198743,0.011967284131463925
2.0,3.0,0.0016163148031058095,0.004924177404894957
2.0,4.0,0.0015626877013973518,0.0029167288307261944
2.0,5.0,0.0004094738546832342,0.0013581053615468136
2.0,6.0,0.0007783840463053044,0.001974948357218279
2.0,7.0,0.0006232398439764186,0.0028181161135929908
2.0,8.0,0.0005070339954579278,0.0017075024389049736
2.0,9.0,0.0005284931877666975,0.001187530841466691
2.0,10.0,0.0004554201704288721,0.0022630043030810935
2.0,11.0,0.0002547205180496168,0.0022982147464254976
2.0,12.0,0.0005132066613180469,0.001379087236671549
2.0,13.0,0.0005605523453682942,0.001930567641344196
2.0,14.0,0.0006381522949118004,0.0013679893876788485
2.0,15.0,0.0006053115920184047,0.0021745018292912218
2.0,16.0,0.0003352462653867254,0.002054901472604189
3.0,1.0,0.005537583663969355,0.07649138226559651
3.0,2.0,0.004692949514261425,0.02764217506889874
3.0,3.0,0.005475063068381017,0.023393292841029048
3.0,4.0,0.0073639926904851905,0.013352536390922607
3.0,5.0,0.0040805001470727515,0.005632635023300195
3.0,6.0,0.004170667346526409,0.01299620601675406
3.0,7.0,0.00351177118658564,0.006825247421317475
3.0,8.0,0.003192979605739122,0.00942460914595139
3.0,9.0,0.0029453860103656596,0.0073520344446913535
3.0,10.0,0.0031786245460497585,0.00689322620212067
3.0,11.0,0.0018890358191256602,0.004866947240747287
3.0,12.0,0.002140371340250528,0.00337657366042883
3.0,13.0,0.002594866499844708,0.002922908016642578
3.0,14.0,0.001200513937499564,0.004265362750054261
3.0,15.0,0.0025104643809610505,0.0028798412505609064
3.0,16.0,0.0014454868414337523,0.0028699170939639226
4.0,1.0,0.004438930506022033,0.027659415866654657
4.0,2.0,0.0030983343457335905,0.009710941860706257
4.0,3.0,0.0025623709571392494,0.01420301247794807
4.0,4.0,0.004186577538123836,0.009315079668997323
4.0,5.0,0.0031701670092762826,0.005821010679110565
4.0,6.0,0.0014642910043260794,0.004909827255848725
4.0,7.0,0.0015355783580418077,0.004766863619282201
4.0,8.0,0.0020776151922706062,0.0023963214244438463
4.0,9.0,0.0010357049541872049,0.0026744281592428402
4.0,10.0,0.001372847520322603,0.002871579964578113
4.0,11.0,0.0013888783678101082,0.0015374561824831507
4.0,12.0,0.0019589175080309816,0.0020818560593765883
4.0,13.0,0.0011313849136097712,0.0017286101631062336
4.0,14.0,0.001023092105956757,0.001591694107516914
4.0,15.0,0.0005143340091120763,0.0012097446239005126
4.0,16.0,0.0007844362852760505,0.0029547085356772134
5.0,1.0,0.00472124069611561,0.02173818648582601
5.0,2.0,0.0042625048029315046,0.005904475432068373
5.0,3.0,0.0015117220700299335,0.0012847125229913433
5.0,4.0,0.0014077857757947966,0.0010937922235641447
5.0,5.0,0.0010286766615719442,0.0024599954039788543
5.0,6.0,0.001317546109866013,0.0018123959757992529
5.0,7.0,0.00046273369948529396,0.0015779278889836463
5.0,8.0,0.0005075892319774558,0.002700310599314285
5.0,9.0,0.000570027759008579,0.001737899777340251
5.0,10.0,0.0006736187510323516,0.0014557323375266745
5.0,11.0,0.00040183762595847954,0.0020099716724987847
5.0,12.0,0.00038212349806083715,0.0016842747146242232
5.0,13.0,0.0004966838762897727,0.0009866986503270301
5.0,14.0,0.0004285491563028382,0.003150168075961388
5.0,15.0,0.0005884067752027565,0.0015452291604392434
5.0,16.0,0.0003442573001129035,0.00148722249233081
6.0,1.0,0.0028868063368193758,0.0018415012822068301
6.0,2.0,0.0008535654798620056,0.002709551382993873
6.0,3.0,0.00047482588129466475,0.0019460979031783075
6.0,4.0,0.0007146157383741902,0.002180187224805995
6.0,5.0,0.00026384131387826524,0.001657422207749756
6.0,6.0,0.0006486900566344325,0.0017904640116156837
6.0,7.0,0.0005996119993277414,0.001483905700922109
6.0,8.0,0.0005276812596780654,0.0013889476077150783
6.0,9.0,0.0005336268918140623,0.00249859991702802
6.0,10.0,0.0005531320077648233,0.0017042440296694099
6.0,11.0,0.0006938303632949927,0.0028514710282315195
6.0,12.0,0.00037804047136303444,0.0028090153293863066
6.0,13.0,0.0005522464494887409,0.0017626577113507604
6.0,14.0,0.00041796766905037786,0.0020803373301955435
6.0,15.0,0.0006016730596023705,0.00266073379498781
6.0,16.0,0.000481011062110309,0.002067898554503713
7.0,1.0,0.003305556714531902,0.03558824975665057
7.0,2.0,0.006900542026141657,0.020139555476546032
7.0,3.0,0.004237452983143192,0.00795263103857053
7.0,4.0,0.003956697005173604,0.005032908269335244
7.0,5.0,0.004518180370310993,0.006912008270693402
7.0,6.0,0.00402317271267875,0.008736220830939945
7.0,7.0,0.003539074640864179,0.007983458815360202
7.0,8.0,0.0024919622077182583,0.0043873782372128725
7.0,9.0,0.00261085938416997,0.0037841368881144036
7.0,10.0,0.003070862432391542,0.003046144847537211
7.0,11.0,0.0026183109364053565,0.00265903560681952
7.0,12.0,0.0015515809895698016,0.005489997643490409
7.0,13.0,0.002056460111696292,0.0013168084302002832
