dataset,circuit_id,layer,num_params,expr,entcap,num_iter,last_cost_avg,accuracy
0,1,1,12,0.301993582999246,2.559790417212676e-32,75,0.021808624267578125,0.6866666666666666
0,1,1,12,0.301993582999246,2.559790417212676e-32,99,0.0529327392578125,0.7
0,1,1,12,0.301993582999246,2.559790417212676e-32,134,0.06610107421875,0.72
0,1,1,12,0.301993582999246,2.559790417212676e-32,88,0.00167083740234375,0.6733333333333333
0,1,1,12,0.301993582999246,2.559790417212676e-32,66,0.035289764404296875,0.6733333333333333
0,1,1,12,0.301993582999246,2.559790417212676e-32,114,0.030284881591796875,0.6733333333333333
0,1,1,12,0.301993582999246,2.559790417212676e-32,109,0.056171417236328125,0.6933333333333334
0,1,1,12,0.301993582999246,2.559790417212676e-32,54,0.019969940185546875,0.6866666666666666
0,1,2,24,0.2575700803769538,8.218045104505081e-32,81,0.00426483154296875,0.66
0,1,2,24,0.2575700803769538,8.218045104505081e-32,46,0.02419281005859375,0.68
0,1,2,24,0.2575700803769538,8.218045104505081e-32,56,0.04056549072265625,0.66
0,1,2,24,0.2575700803769538,8.218045104505081e-32,58,0.01859283447265625,0.72
0,1,2,24,0.2575700803769538,8.218045104505081e-32,105,0.0227813720703125,0.6933333333333334
0,1,2,24,0.2575700803769538,8.218045104505081e-32,41,0.0203399658203125,0.7
0,1,2,24,0.2575700803769538,8.218045104505081e-32,49,0.035869598388671875,0.6733333333333333
0,1,2,24,0.2575700803769538,8.218045104505081e-32,91,0.02127838134765625,0.7266666666666667
0,1,3,36,0.2560251063125141,1.465415449038125e-31,91,0.016754150390625,0.6866666666666666
0,1,3,36,0.2560251063125141,1.465415449038125e-31,71,0.015689849853515625,0.68
0,1,3,36,0.2560251063125141,1.465415449038125e-31,43,0.012786865234375,0.66
0,1,3,36,0.2560251063125141,1.465415449038125e-31,64,0.00905609130859375,0.64
0,1,3,36,0.2560251063125141,1.465415449038125e-31,57,0.0097503662109375,0.6866666666666666
0,1,3,36,0.2560251063125141,1.465415449038125e-31,76,0.01324462890625,0.6466666666666666
0,1,3,36,0.2560251063125141,1.465415449038125e-31,45,0.01007843017578125,0.64
0,1,3,36,0.2560251063125141,1.465415449038125e-31,77,0.01255035400390625,0.6533333333333333
0,1,4,48,0.2415633957893973,2.107447108398104e-31,88,0.007137298583984375,0.6866666666666666
0,1,4,48,0.2415633957893973,2.107447108398104e-31,56,0.014751434326171875,0.5866666666666667
0,1,4,48,0.2415633957893973,2.107447108398104e-31,55,0.012939453125,0.6466666666666666
0,1,4,48,0.2415633957893973,2.107447108398104e-31,89,0.025432586669921875,0.7066666666666667
0,1,4,48,0.2415633957893973,2.107447108398104e-31,105,0.008514404296875,0.5733333333333334
0,1,4,48,0.2415633957893973,2.107447108398104e-31,112,0.012950897216796875,0.6733333333333333
0,1,4,48,0.2415633957893973,2.107447108398104e-31,74,0.007045745849609375,0.6466666666666666
0,1,4,48,0.2415633957893973,2.107447108398104e-31,62,0.012897491455078125,0.6666666666666666
0,1,5,60,0.2454600737263038,2.773474087130904e-31,78,0.01396942138671875,0.5066666666666667
0,1,5,60,0.2454600737263038,2.773474087130904e-31,74,0.01248931884765625,0.6466666666666666
0,1,5,60,0.2454600737263038,2.773474087130904e-31,75,0.0303192138671875,0.6933333333333334
0,1,5,60,0.2454600737263038,2.773474087130904e-31,61,0.0124664306640625,0.6733333333333333
0,1,5,60,0.2454600737263038,2.773474087130904e-31,62,0.012203216552734375,0.6533333333333333
0,1,5,60,0.2454600737263038,2.773474087130904e-31,75,0.017559051513671875,0.6933333333333334
0,1,5,60,0.2454600737263038,2.773474087130904e-31,110,0.006763458251953125,0.6733333333333333
0,1,5,60,0.2454600737263038,2.773474087130904e-31,62,0.008747100830078125,0.5466666666666666
0,1,6,72,0.2577846096924585,3.431394154149965e-31,39,0.030303955078125,0.3333333333333333
0,1,6,72,0.2577846096924585,3.431394154149965e-31,60,0.021541595458984375,0.6133333333333333
0,1,6,72,0.2577846096924585,3.431394154149965e-31,43,0.01824951171875,0.6533333333333333
0,1,6,72,0.2577846096924585,3.431394154149965e-31,37,0.01616668701171875,0.6
0,1,6,72,0.2577846096924585,3.431394154149965e-31,84,0.018039703369140625,0.36
0,1,6,72,0.2577846096924585,3.431394154149965e-31,43,0.03586578369140625,0.7266666666666667
0,1,6,72,0.2577846096924585,3.431394154149965e-31,77,0.01371002197265625,0.6666666666666666
0,1,6,72,0.2577846096924585,3.431394154149965e-31,62,0.016895294189453125,0.6466666666666666
0,1,7,84,0.2404985983796598,4.086082144140874e-31,73,0.026126861572265625,0.6866666666666666
