,layers,num_params,expr,entcap,num_iter,last_cost,acc
0,1.0,14.0,0.3633966744641226,0.1780329927355902,51.0,0.17746734619140625,0.90625
1,1.0,14.0,0.3633966744641226,0.1780329927355902,58.0,0.227386474609375,0.875
2,1.0,14.0,0.3633966744641226,0.1780329927355902,61.0,0.21993637084960938,0.84375
3,1.0,14.0,0.3633966744641226,0.1780329927355902,63.0,0.17113113403320312,0.9375
4,1.0,14.0,0.3633966744641226,0.1780329927355902,69.0,0.17464447021484375,0.96875
5,1.0,14.0,0.3633966744641226,0.1780329927355902,71.0,0.17971038818359375,0.96875
6,1.0,14.0,0.3633966744641226,0.1780329927355902,70.0,0.17476272583007812,0.96875
7,1.0,14.0,0.3633966744641226,0.1780329927355902,77.0,0.20163726806640625,0.96875
8,1.0,14.0,0.3633966744641226,0.1780329927355902,78.0,0.18151473999023438,0.9375
9,1.0,14.0,0.3633966744641226,0.1780329927355902,83.0,0.24805831909179688,0.90625
10,1.0,14.0,0.3633966744641226,0.1780329927355902,92.0,0.18396759033203125,0.9375
11,1.0,14.0,0.3633966744641226,0.1780329927355902,94.0,0.1920928955078125,0.96875
12,1.0,14.0,0.3633966744641226,0.1780329927355902,98.0,0.19250869750976562,0.90625
13,1.0,14.0,0.3633966744641226,0.1780329927355902,97.0,0.22235107421875,0.84375
14,1.0,14.0,0.3633966744641226,0.1780329927355902,138.0,0.2616081237792969,0.9375
15,2.0,28.0,0.14749283308504957,0.35320375832065215,53.0,0.1899566650390625,0.96875
16,2.0,28.0,0.14749283308504957,0.35320375832065215,48.0,0.14246368408203125,0.9375
17,2.0,28.0,0.14749283308504957,0.35320375832065215,68.0,0.16355133056640625,1.0
18,2.0,28.0,0.14749283308504957,0.35320375832065215,74.0,0.1360626220703125,1.0
19,2.0,28.0,0.14749283308504957,0.35320375832065215,39.0,0.17655181884765625,0.96875
20,1.0,14.0,0.3633966744641226,0.1780329927355902,178.0,0.24176788330078125,0.9375
21,2.0,28.0,0.14749283308504957,0.35320375832065215,95.0,0.12678146362304688,0.96875
22,2.0,28.0,0.14749283308504957,0.35320375832065215,55.0,0.19639968872070312,0.96875
23,2.0,28.0,0.14749283308504957,0.35320375832065215,73.0,0.17420196533203125,1.0
24,2.0,28.0,0.14749283308504957,0.35320375832065215,78.0,0.16352462768554688,1.0
25,2.0,28.0,0.14749283308504957,0.35320375832065215,91.0,0.16019058227539062,1.0
26,2.0,28.0,0.14749283308504957,0.35320375832065215,74.0,0.12880706787109375,0.96875
27,2.0,28.0,0.14749283308504957,0.35320375832065215,109.0,0.17879486083984375,1.0
28,2.0,28.0,0.14749283308504957,0.35320375832065215,83.0,0.13489151000976562,0.96875
29,2.0,28.0,0.14749283308504957,0.35320375832065215,117.0,0.13409042358398438,0.96875
30,2.0,28.0,0.1349036479228399,0.3538299781035357,53.0,0.11292266845703125,1.0
31,2.0,28.0,0.14749283308504957,0.35320375832065215,80.0,0.12554931640625,0.9375
32,3.0,42.0,0.07973522022421692,0.46294385690848905,52.0,0.1142730712890625,0.90625
33,3.0,42.0,0.07973522022421692,0.46294385690848905,43.0,0.11766433715820312,0.96875
34,3.0,42.0,0.07973522022421692,0.46294385690848905,43.0,0.10895538330078125,0.96875
35,3.0,42.0,0.07973522022421692,0.46294385690848905,62.0,0.10895919799804688,0.9375
36,3.0,42.0,0.07973522022421692,0.46294385690848905,62.0,0.09343338012695312,0.9375
37,3.0,42.0,0.07973522022421692,0.46294385690848905,39.0,0.13325881958007812,0.96875
38,3.0,42.0,0.07973522022421692,0.46294385690848905,50.0,0.1032257080078125,0.96875
39,3.0,42.0,0.07973522022421692,0.46294385690848905,64.0,0.10334014892578125,0.96875
40,3.0,42.0,0.09074582526541801,0.47286768487561714,76.0,0.17741012573242188,0.9375
41,3.0,42.0,0.07973522022421692,0.46294385690848905,101.0,0.0985565185546875,0.96875
42,3.0,42.0,0.07973522022421692,0.46294385690848905,40.0,0.11655044555664062,0.9375
43,3.0,42.0,0.07973522022421692,0.46294385690848905,53.0,0.10186004638671875,0.9375
44,3.0,42.0,0.07973522022421692,0.46294385690848905,70.0,0.09334182739257812,0.9375
45,3.0,42.0,0.07973522022421692,0.46294385690848905,60.0,0.09576797485351562,0.96875
46,3.0,42.0,0.0715591796620202,0.4647576792790459,50.0,0.15037155151367188,0.90625
47,3.0,42.0,0.07973522022421692,0.46294385690848905,46.0,0.12453460693359375,0.96875
48,4.0,56.0,0.044442754037040406,0.5454699441362413,43.0,0.11252212524414062,0.96875
49,4.0,56.0,0.044442754037040406,0.5454699441362413,52.0,0.10348129272460938,0.96875
50,4.0,56.0,0.044442754037040406,0.5454699441362413,62.0,0.10748291015625,1.0
51,4.0,56.0,0.044442754037040406,0.5454699441362413,44.0,0.12253952026367188,0.75
52,4.0,56.0,0.044442754037040406,0.5454699441362413,68.0,0.09972000122070312,0.96875
