,layers,num_params,expr,entcap,num_iter,last_cost,acc
65,5.0,70.0,0.0355479069242777,0.6018280514680846,1023.0,0.10987248724494583,0.9375
66,5.0,70.0,0.03795622196019517,0.601543087857425,1023.0,0.08194078321000672,0.9375
67,5.0,70.0,0.0353728057075454,0.6067398329340742,1023.0,0.07648677708928887,0.9375
68,5.0,70.0,0.032255346547255245,0.6021554298411638,1023.0,0.06824778560717272,0.96875
69,5.0,70.0,0.030946423199142113,0.606587015860677,1023.0,0.06540537258831253,0.84375
70,5.0,70.0,0.04133809493855308,0.5973525474931778,1023.0,0.08563518418634763,0.96875
71,5.0,70.0,0.037450158841503066,0.5916111575843962,1023.0,0.12560545059404793,0.90625
72,5.0,70.0,0.04867175976006991,0.6122490167263166,1023.0,0.10224600795114265,0.875
73,5.0,70.0,0.0355479069242777,0.6018280514680846,1023.0,0.11473173862514313,0.9375
74,5.0,70.0,0.03795622196019517,0.601543087857425,1023.0,0.08318493213120201,0.9375
75,5.0,70.0,0.0353728057075454,0.6067398329340742,1023.0,0.08467689969155043,0.96875
76,5.0,70.0,0.032255346547255245,0.6021554298411638,1023.0,0.06944566371732991,0.96875
77,5.0,70.0,0.030946423199142113,0.606587015860677,1023.0,0.06505084300485667,0.875
78,5.0,70.0,0.04133809493855308,0.5973525474931778,1023.0,0.09023393083369875,1.0
79,5.0,70.0,0.037450158841503066,0.5916111575843962,1023.0,0.11850357796594162,0.875
80,6.0,84.0,0.014545941008409396,0.6521760307697693,1023.0,0.10190135903975897,0.90625
81,6.0,84.0,0.01986787855107523,0.6452347475489968,1023.0,0.10349228545594223,0.96875
82,6.0,84.0,0.03403852163643369,0.643681945131841,1023.0,0.1067108720284633,1.0
83,6.0,84.0,0.020818906645835182,0.6442639621910392,1023.0,0.08451845184711934,0.9375
84,6.0,84.0,0.03353246707084883,0.6388453168280674,1023.0,0.06635318905403528,0.9375
85,6.0,84.0,0.0391822688358166,0.6445474742648692,1023.0,0.07436647949711833,0.9375
86,6.0,84.0,0.025763717195011644,0.6493757645168432,1023.0,0.08394302459539996,0.9375
87,6.0,84.0,0.02940523649316624,0.6408599836886318,1023.0,0.08566312485602828,0.84375
88,6.0,84.0,0.014545941008409396,0.6521760307697693,1023.0,0.09706594526257514,0.90625
89,6.0,84.0,0.01986787855107523,0.6452347475489968,1023.0,0.1132344404833749,1.0
90,6.0,84.0,0.03403852163643369,0.643681945131841,1023.0,0.09277102309381224,1.0
91,6.0,84.0,0.020818906645835182,0.6442639621910392,1023.0,0.09359266733358282,0.96875
92,6.0,84.0,0.03353246707084883,0.6388453168280674,1023.0,0.06325300958146461,0.9375
93,6.0,84.0,0.0391822688358166,0.6445474742648692,1023.0,0.07644515769909081,0.9375
94,6.0,84.0,0.025763717195011644,0.6493757645168432,1023.0,0.09121348208348756,0.9375
95,6.0,84.0,0.02940523649316624,0.6408599836886318,1023.0,0.09238259066224216,0.875
96,7.0,98.0,0.03208339160779152,0.6817167287480314,1023.0,0.10112631321600904,0.90625
97,7.0,98.0,0.02166991181038796,0.6755661644075274,1023.0,0.07523652123839457,0.875
98,7.0,98.0,0.023322812028188637,0.6847838994882208,1023.0,0.08692356201898928,0.9375
99,7.0,98.0,0.01676197599883269,0.6703820899458957,1023.0,0.09810634647194189,1.0
100,7.0,98.0,0.022316390080482397,0.6804761230454195,1023.0,0.06430279180291747,0.9375
101,7.0,98.0,0.027237725312465266,0.6871424362742207,1023.0,0.07638045802499321,0.9375
102,7.0,98.0,0.025185204230772407,0.6788505664939358,1023.0,0.07731395888580359,0.96875
103,7.0,98.0,0.020047593059056592,0.6750088435613344,1023.0,0.10313292963924767,0.96875
104,7.0,98.0,0.03208339160779152,0.6817167287480314,1023.0,0.09714180336744681,0.875
105,7.0,98.0,0.02166991181038796,0.6755661644075274,1023.0,0.07534721170928367,0.875
106,7.0,98.0,0.023322812028188637,0.6847838994882208,1023.0,0.08493995034899673,0.90625
107,7.0,98.0,0.01676197599883269,0.6703820899458957,1023.0,0.08385098316311976,1.0
108,7.0,98.0,0.022316390080482397,0.6804761230454195,1023.0,0.06065987685215447,0.96875
109,7.0,98.0,0.027237725312465266,0.6871424362742207,1023.0,0.0851756336756788,0.96875
110,7.0,98.0,0.025185204230772407,0.6788505664939358,1023.0,0.07349891216635933,0.96875
111,7.0,98.0,0.020047593059056592,0.6750088435613344,1023.0,0.10180196573965561,0.96875
112,8.0,112.0,0.01626860071892188,0.7048745706300601,1023.0,0.09020734387663966,0.90625
113,8.0,112.0,0.017213109631913637,0.7069417747528636,1023.0,0.10852377543443104,0.9375
114,8.0,112.0,0.023774137516437074,0.700940746839983,1023.0,0.10361977208510413,0.9375
115,8.0,112.0,0.020458755937736134,0.7017394925848697,1023.0,0.09952007633322346,0.84375
116,8.0,112.0,0.019661582190752258,0.6999482574799184,1023.0,0.08749284963928333,0.96875
117,8.0,112.0,0.012476647067689441,0.7086274207930722,1023.0,0.11056939135821162,0.96875
118,8.0,112.0,0.01990872485896599,0.7112584924133898,1023.0,0.09191826469148633,0.84375
119,8.0,112.0,0.016006642079845576,0.7007097189275264,1023.0,0.09510647723012129,0.90625
120,8.0,112.0,0.01626860071892188,0.7048745706300601,1023.0,0.09752894424360321,0.90625
121,8.0,112.0,0.017213109631913637,0.7069417747528636,1023.0,0.11340833724079417,1.0
122,8.0,112.0,0.023774137516437074,0.700940746839983,1023.0,0.10059810906421562,0.96875
123,8.0,112.0,0.020458755937736134,0.7017394925848697,1023.0,0.11277035624507903,0.8125
124,8.0,112.0,0.019661582190752258,0.6999482574799184,1023.0,0.08246783762988881,0.96875
125,8.0,112.0,0.012476647067689441,0.7086274207930722,1023.0,0.1089066923795919,0.96875
126,8.0,112.0,0.01990872485896599,0.7112584924133898,1023.0,0.08873449992774028,0.84375
127,8.0,112.0,0.016006642079845576,0.7007097189275264,1023.0,0.10125648209656239,0.90625
