dataset,circuit_id,layer,num_params,accuracy,entcap,expr,last_cost_avg,num_iter
0.0,1.0,1.0,12.0,0.9333333333333333,2.510169342848654e-32,0.2715112883416314,0.14079185976322134,1024.0
0.0,1.0,2.0,24.0,0.9666666666666667,8.155766510147711e-32,0.18692970223076172,0.14047222576576124,1024.0
0.0,1.0,3.0,36.0,0.9533333333333334,1.4387423211871202e-31,0.22488178315950286,0.14042305612242467,1024.0
0.0,1.0,4.0,48.0,0.9666666666666667,2.0975467034206237e-31,0.1768301724802238,0.14037387299443777,1024.0
0.0,1.0,5.0,60.0,0.9666666666666667,2.7479624897006104e-31,0.20890596881783235,0.14048923929456528,1024.0
0.0,1.0,6.0,72.0,0.9666666666666667,3.392782374231768e-31,0.19190066234477404,0.14042619043244484,1024.0
0.0,1.0,7.0,84.0,0.9666666666666667,4.045856386219834e-31,0.1936325777287267,0.14041277357263787,1024.0
0.0,1.0,8.0,96.0,0.9666666666666667,4.647750351732495e-31,0.1950393776826466,0.14023380509677755,1024.0
0.0,2.0,1.0,12.0,0.9733333333333334,0.7089813225900594,0.25175487756328885,0.12693457343218723,1024.0
0.0,2.0,2.0,24.0,0.9666666666666667,0.7830125739780862,0.027564593660408192,0.1255072140768836,1024.0
0.0,2.0,3.0,36.0,0.9866666666666667,0.8776534103245056,0.007336997514579275,0.11903512304355819,1024.0
0.0,2.0,4.0,48.0,0.98,0.9067336093085445,0.0013969658972486304,0.10692561678464421,1024.0
0.0,2.0,5.0,60.0,0.9733333333333334,0.92927267586377,0.003687822104265404,0.09717161953267879,1024.0
0.0,2.0,6.0,72.0,0.98,0.9414080001402754,0.0012838041201321195,0.10266447320359484,1024.0
0.0,2.0,7.0,84.0,0.98,0.9470815919103484,0.0023486727955917466,0.09686431080920507,1024.0
0.0,2.0,8.0,96.0,0.98,0.9500342974015047,0.0034926824472331086,0.09640026046923295,1024.0
0.0,3.0,1.0,17.0,0.9533333333333334,0.18162719821117793,0.24467037365098743,0.14051517749156783,1024.0
0.0,3.0,2.0,34.0,0.98,0.35806535350921603,0.10258454659675326,0.12808094264128475,1024.0
0.0,3.0,3.0,51.0,0.9866666666666667,0.47442602538066414,0.07022085071235935,0.11621494768856808,1024.0
0.0,3.0,4.0,68.0,0.98,0.5553797489796094,0.054593025953042676,0.11084241566072267,1024.0
0.0,3.0,5.0,85.0,0.98,0.61307465735009,0.03656582780848949,0.11155134576544463,1024.0
0.0,3.0,6.0,102.0,0.98,0.6531622071541532,0.020898153338914892,0.10833662024681544,1024.0
0.0,3.0,7.0,119.0,0.98,0.6941904602916321,0.011554220498870098,0.10335266420337291,1024.0
0.0,3.0,8.0,136.0,0.98,0.7238148289422012,0.01060017588910175,0.10465080192994425,1024.0
0.0,4.0,1.0,17.0,0.9733333333333334,0.34397073358735286,0.12596108226082864,0.1315837076302418,1024.0
0.0,4.0,2.0,34.0,0.9866666666666667,0.5155280339242094,0.050807652536754754,0.11692751699326463,1024.0
0.0,4.0,3.0,51.0,0.9866666666666667,0.6203155574602155,0.026721181335157163,0.10528646272311354,1024.0
0.0,4.0,4.0,68.0,0.98,0.6819319469455141,0.014665888765274226,0.10751170798816477,1024.0
0.0,4.0,5.0,85.0,0.98,0.7338748502462319,0.0020075252157259024,0.105205305353141,1024.0
0.0,4.0,6.0,102.0,0.98,0.774921044160029,0.005479387161107262,0.1025563590953722,1024.0
0.0,4.0,7.0,119.0,0.9733333333333334,0.8074960028551401,0.003668258068144508,0.0958816726369916,1024.0
0.0,4.0,8.0,136.0,0.98,0.8234471003614726,0.003280009490466426,0.09994656087220737,1024.0
0.0,5.0,1.0,54.0,0.9866666666666667,0.373685800796134,0.03876487137252592,0.11993738617263895,1024.0
0.0,5.0,2.0,108.0,0.98,0.7030609020689121,0.005161013102333885,0.10427196131532118,1024.0
0.0,5.0,3.0,162.0,0.98,0.8482878845424238,0.00428228261899879,0.09745827741516061,1024.0
0.0,5.0,4.0,216.0,0.98,0.9051136620644997,0.0021918312080828235,0.09733554708344135,1024.0
0.0,5.0,5.0,270.0,0.98,0.9332737265185279,0.0023769904526768047,0.09374967821719482,1024.0
0.0,5.0,6.0,324.0,0.98,0.9452858234178236,0.002478954023686186,0.09136499896970363,1024.0
0.0,5.0,7.0,378.0,0.9733333333333334,0.949847134022718,0.0025189031412784567,0.09276923525139741,1024.0
0.0,5.0,8.0,432.0,0.98,0.9521501301753922,0.0022464111082095488,0.09220091587392226,1024.0
0.0,6.0,1.0,54.0,0.98,0.8574539180592061,0.0033590641080416725,0.1118461672235135,1024.0
0.0,6.0,2.0,108.0,0.98,0.9461939077072707,0.0017108841936245055,0.09901205554413599,1024.0
0.0,6.0,3.0,162.0,0.98,0.9525142535379404,0.0017308299501209439,0.09655088007909032,1024.0
0.0,6.0,4.0,216.0,0.98,0.9527964742207018,0.0017151037131588227,0.0925598201501128,1024.0
0.0,6.0,5.0,270.0,0.98,0.9527998836919697,0.001167370571285988,0.09257426790127508,1024.0
0.0,6.0,6.0,324.0,0.98,0.952937645520389,0.0010710012425145816,0.09213859889819614,1024.0
0.0,6.0,7.0,378.0,0.98,0.9533965152086579,0.0027168296971084045,0.09135254338519713,1024.0
0.0,6.0,8.0,432.0,0.98,0.9526265486944305,0.0032738095983739267,0.09095440837438243,1024.0
0.0,7.0,1.0,29.0,0.9666666666666667,0.23411086144358678,0.1394830030314202,0.12838841543299606,1024.0
0.0,7.0,2.0,58.0,0.98,0.430833504718915,0.04574445918065269,0.12225632765199759,1024.0
