dataset,circuit_id,layer,num_params,accuracy,entcap,expr,last_cost_avg,num_iter
0.0,1.0,1.0,12.0,0.90625,2.6031422393359724e-32,0.3108424958548571,0.16461467742919925,66.625
0.0,1.0,2.0,24.0,0.919921875,8.220317703164399e-32,0.2381434272849155,0.15242958068847662,84.875
0.0,1.0,3.0,36.0,0.912109375,1.4532216427675926e-31,0.22318661723626537,0.15928697586059576,88.375
0.0,1.0,4.0,48.0,0.90625,2.114281859736045e-31,0.253768661610982,0.14954710006713862,96.75
0.0,1.0,5.0,60.0,0.93359375,2.7821718926010778e-31,0.28385277027463085,0.15488958358764662,72.375
0.0,1.0,6.0,72.0,0.939453125,3.4312699665509013e-31,0.26043716247863635,0.14970254898071286,71.0
0.0,1.0,7.0,84.0,0.923828125,4.095987416164853e-31,0.25058047217457574,0.15848016738891613,67.0
0.0,1.0,8.0,96.0,0.92578125,4.75331866808547e-31,0.24958819578438413,0.1451187133789065,67.125
0.0,2.0,1.0,12.0,0.900390625,0.7241751912319297,0.3007570433298309,0.14272403717041018,110.875
0.0,2.0,2.0,24.0,0.9140625,0.7884572025750879,0.044548171222333864,0.12118434906005854,106.125
0.0,2.0,3.0,36.0,0.92578125,0.8810156684496658,0.01603504501909696,0.11364316940307606,104.125
0.0,2.0,4.0,48.0,0.919921875,0.907089140648679,0.005466259579893587,0.1214423179626465,88.375
0.0,2.0,5.0,60.0,0.884765625,0.930531695674834,0.004740736187457088,0.10506057739257817,119.0
0.0,2.0,6.0,72.0,0.859375,0.9416258419598913,0.005905371753464712,0.12333679199218756,110.0
0.0,2.0,7.0,84.0,0.74609375,0.9475389507622805,0.004579955289446762,0.1309123039245605,87.875
0.0,2.0,8.0,96.0,0.73828125,0.9509304328955419,0.004556792165299325,0.129546642303467,82.5
0.0,3.0,1.0,17.0,0.912109375,0.18736179830165237,0.2863171964823346,0.18314599990844713,86.0
0.0,3.0,2.0,34.0,0.9375,0.3647576248316261,0.13280507444660744,0.134265422821045,83.75
0.0,3.0,3.0,51.0,0.9296875,0.48145069260151174,0.08331497255811159,0.15477705001831063,72.25
0.0,3.0,4.0,68.0,0.919921875,0.5596560136463568,0.06639072694703382,0.13804388046264662,78.875
0.0,3.0,5.0,85.0,0.89453125,0.6220777646770673,0.041411827989731136,0.13068532943725575,84.625
0.0,3.0,6.0,102.0,0.828125,0.6638528457215398,0.03654291240926489,0.13478183746337896,70.75
0.0,3.0,7.0,119.0,0.8515625,0.6989684845292377,0.035833733892614086,0.12984418869018563,73.5
