,mean,mean,mean,mean,std,std,std,std
Size,4,8,16,32,4,8,16,32
Error,,,,,,,,
0.0001,0.4794268439306212,0.48619646562592195,0.4740068509273641,0.4557872454794207,0.0062864501412901366,0.008864804631736068,0.007377758206609837,0.007231059961867805
0.00013593563908785255,0.47976281801823323,0.47819595758890765,0.46456490912503334,0.44265794655254154,0.004965797811034956,0.008826858956168993,0.012453156223327617,0.00624889921774343
0.00018478497974222906,0.4729391578793636,0.45926685028341896,0.45857011250758,0.4299058959883917,0.005512687107468051,0.008401137562309074,0.005520436838028884,0.01158836832110761
0.00025118864315095795,0.4692534016313736,0.4606745376490687,0.43461444287399836,0.40321060174217566,0.008472502024604324,0.009778119892299531,0.009712764894165588,0.006345707767155655
0.0003414548873833601,0.46455090207609434,0.44459299908255645,0.41505395891736085,0.36766798692315955,0.005039397176871728,0.008193352173117554,0.005271685443076544,0.013365934835349839
0.00046415888336127773,0.44407110558407314,0.42990599737813345,0.39859584147985455,0.33378303465326015,0.0063629069310311695,0.006615206550996045,0.005942825245819995,0.0041854456504042915
0.000630957344480193,0.4315767726628518,0.40982854322125445,0.36090163654841134,0.29520065610859925,0.00932984754897934,0.012010475869352147,0.0030883037294898805,0.003835043882534762
0.0008576958985908946,0.4107715426262931,0.3800372936242888,0.3326320468749501,0.24670056762778653,0.006046807822503549,0.004456743526246809,0.007147031262666618,0.010724694644911147
0.0011659144011798312,0.38762005927322746,0.3503532632270631,0.28474344179765176,0.18144747670685102,0.0075118660286504595,0.009061545706718218,0.0029856901059620183,0.009735311116449397
0.001584893192461114,0.3584261657490089,0.30697574580878695,0.2314250657559014,0.1314115980792605,0.009296829254161514,0.010893442127898337,0.008146823106242344,0.01666311857547762
0.002154434690031882,0.3105089947579105,0.25951984027576197,0.17023310727852103,0.08060804536539853,0.00942555460645863,0.0030011031299906677,0.0060696995234710924,0.002539665228149406
0.0029286445646252374,0.25792520753772175,0.1927493672246982,0.1250963075459418,0.044163936111992645,0.004759510135096014,0.006978770833966857,0.006037436983263009,0.010051461485927143
0.003981071705534973,0.20960338422591715,0.1438043020047724,0.06290736452388036,0.02387518084271829,0.0051541704339137994,0.010373648907646558,0.006467422785006582,0.010239197354959621
0.0054116952654646375,0.14823012193436957,0.09226957050590273,0.034466936032107154,0.00801094231116942,0.00989798909904459,0.010741097238039017,0.01615532958249093,0.004409580102403609
0.007356422544596414,0.09689171145673525,0.051169619683751694,0.018721141886067244,0.006691619555077341,0.004083004985847312,0.004345046842576943,0.007137565356906895,0.003175041941961509
0.01,0.052932900524229415,0.023293963854592828,0.008484501671182474,0.00871196244130658,0.008774130929803373,0.002021646320429321,0.010523182546857556,0.002717183273677107
