,mean,mean,mean,mean,std,std,std,std
Size,4,8,16,32,4,8,16,32
Error,,,,,,,,
0.0001,0.018946940104166674,0.0004606119791666797,-0.0031315104166666583,-0.033704427083333335,0.014702006962166567,0.036127048610828494,0.01890545262154792,0.011795561106544056
0.00013593563908785255,-0.0054085286458333244,0.012472330729166668,0.013662109375,-0.018608398437499996,0.022401053911852386,0.021858819618751132,0.02783959753391115,0.0070775533293556845
0.00018478497974222906,0.005387369791666676,-0.00799479166666666,-0.014337565104166658,-0.029412434895833325,0.019532286213831726,0.006984834662690217,0.03513631941121337,0.011828332856341182
0.00025118864315095795,-0.010787760416666656,0.0038216145833333375,-0.030795898437499997,-0.02461751302083333,0.012355331231633907,0.011581284058911482,0.02139959755331273,0.046350797456936814
0.0003414548873833601,-0.00788899739583333,-0.00030924479166665754,-0.017132161458333323,-0.016720377604166663,0.011221496359218663,0.005228677984320948,0.019959435829146135,0.026840409748322663
0.00046415888336127773,-0.008294270833333329,-0.01035644531249999,3.417968750000274e-05,0.00025390625000000326,0.01307415622408806,0.01955589834669012,0.016759997145346442,0.02114452305802145
0.000630957344480193,-0.028684895833333328,-0.029969075520833326,-0.02903483072916666,-0.016889648437499998,0.01774302556217227,0.012124348305765103,0.03288062949115401,0.04816613238169227
0.0008576958985908946,-0.008299153645833324,-0.037587890624999995,-0.020061848958333333,-0.022277018229166664,0.02458111330917151,0.04174598451526868,0.04000925469183692,0.007680947856147016
0.0011659144011798312,0.012324218750000008,0.0013460286458333377,-0.020172526041666663,-0.021702473958333333,0.02120379308946708,0.02590264616641056,0.018340584062879292,0.009072404420944726
0.001584893192461114,-0.004969075520833326,-0.024902343749999997,-0.028046875,0.029860026041666668,0.011924422928467676,0.03332951078749532,0.010997529494165652,0.0509908727375257
0.002154434690031882,-0.009467773437499997,-0.014423828125,-0.010579427083333339,0.05459798177083333,0.02907844127522733,0.011769087370318952,0.08293445100375302,0.027011027725316286
0.0029286445646252374,-0.018986002604166663,-0.03798502604166666,0.016873372395833336,0.0949755859375,0.02367804164973148,0.02675711683207938,0.03610561624111555,0.0749845884289067
0.003981071705534973,0.024384765625,0.018084309895833338,0.018302408854166667,0.11136067708333333,0.05484205423075917,0.006066947747450625,0.024352999083884035,0.041867962989796906
0.0054116952654646375,-0.0062597656249999975,0.005774739583333335,0.09498860677083332,0.1412744140625,0.023524061613863056,0.03703829579510178,0.04531541037926312,0.03280453340677028
0.007356422544596414,0.0003043619791666683,0.005125325520833336,0.11769694010416666,0.13444010416666666,0.023681285644294416,0.04129242959393921,0.015348383695093783,0.016875360848711756
0.01,0.039313151041666675,0.03983072916666667,0.10415690104166667,0.11125,0.03714767056515206,0.015799347391077297,0.013573926272495209,0.010950013767738923
