Size,Error,Amp,Bias
4,0.001584893192461114,0.3435258372195793,0.017018229166666676
4,0.002154434690031882,0.3039800691399893,-0.02735677083333334
4,0.0029286445646252374,0.2504608233906365,-0.010742187499999993
4,0.003981071705534973,0.21498905884109515,0.006542968750000008
4,0.0054116952654646375,0.14380686389994263,-0.016093749999999997
4,0.007356422544596414,0.08840138745590383,-0.0070833333333333295
4,0.01,0.06124725573337633,0.020683593749999996
8,0.0001,0.46402232052935827,-0.018841145833333323
8,0.00013593563908785255,0.47059386073477366,-0.00978515625
8,0.00018478497974222906,0.46806305793203945,0.013593750000000007
8,0.00025118864315095795,0.4696736514008374,-0.03498697916666667
8,0.0003414548873833601,0.4474829622025469,0.011276041666666676
8,0.00046415888336127773,0.4178444468154699,-0.01470703125
8,0.000630957344480193,0.41698230075590687,-0.00757161458333332
8,0.0008576958985908946,0.37985459089796497,0.00163411458333334
8,0.0011659144011798312,0.34495733136333356,-0.017675781249999994
8,0.001584893192461114,0.3006133649553172,-0.024967447916666656
8,0.002154434690031882,0.24813564657005477,-0.013124999999999998
8,0.0029286445646252374,0.19865138189005077,-0.03398437499999999
8,0.003981071705534973,0.13067582317028476,-0.06412109375
8,0.0054116952654646375,0.09004378502830288,-0.007337239583333334
8,0.007356422544596414,0.041939370022607336,0.028626302083333333
8,0.01,0.027089408207482978,0.04425130208333333
16,0.0001,0.47253669633968426,-0.04446614583333332
16,0.00013593563908785255,0.4762981498059288,-0.015188802083333324
16,0.00018478497974222906,0.44678616894508394,-0.006881510416666643
16,0.00025118864315095795,0.432758750042214,-0.01822916666666666
16,0.0003414548873833601,0.4110447432596076,-0.023860677083333327
16,0.00046415888336127773,0.3977847572292563,-0.026523437499999993
16,0.000630957344480193,0.3692447895529784,0.009667968750000016
16,0.0008576958985908946,0.31856668540059857,-0.03212890624999999
16,0.0011659144011798312,0.2648620240310368,-0.03621744791666666
16,0.001584893192461114,0.23295383033205005,0.021451822916666665
16,0.002154434690031882,0.16492071376528583,-0.027936197916666662
16,0.0029286445646252374,0.10767440330768664,0.01713541666666666
16,0.003981071705534973,0.061726160318995936,0.006966145833333331
16,0.0054116952654646375,0.056886816765351796,0.044335937500000006
16,0.007356422544596414,0.02016958012336024,0.09017578125
16,0.01,0.012972489406964379,0.07779296875
32,0.0001,0.4568105673889205,-0.0063541666666666555
32,0.00013593563908785255,0.4397783203237418,-0.03645182291666667
32,0.00018478497974222906,0.42317683162334646,-0.045182291666666666
32,0.00025118864315095795,0.3901317977156881,-0.02438151041666667
32,0.0003414548873833601,0.37305392345273647,-0.015462239583333329
32,0.00046415888336127773,0.3279630750337821,-0.034804687499999994
32,0.000630957344480193,0.2813477548744986,-0.06702473958333334
32,0.0008576958985908946,0.2338220455896005,0.028053385416666667
32,0.0011659144011798312,0.18026202173420647,-0.0221875
32,0.001584893192461114,0.13189629248998563,0.025885416666666664
32,0.002154434690031882,0.06451091659303765,-0.03888671874999999
32,0.0029286445646252374,0.03306138674277562,0.06520833333333334
32,0.003981071705534973,0.01047214077236814,0.07707682291666666
32,0.0054116952654646375,0.01695416252088557,0.13702473958333333
32,0.007356422544596414,0.0036923471527562967,0.14557291666666666
32,0.01,0.007099204837825531,0.12138020833333334
