mean,mean,mean,mean,std,std,std,std
4,8,16,32,4,8,16,32
0.007456054687500003,-0.004890950520833328,-0.014542643229166655,-0.020683593749999993,0.01259920258933795,0.020923128272370434,0.0208569882355978,0.018138638525665104
-0.0010953776041666575,-0.01208984374999999,-0.01095540364583333,-0.030880533854166663,0.01569031971580704,0.0078867690173792,0.011468272666687526,0.020552730910366683
-0.014651692708333327,-0.002511393229166657,0.0008154296875000106,-0.022120768229166664,0.019398434776037053,0.016747395609772925,0.013468933796544381,0.02947852174063183
0.005791015625000008,-0.01941243489583333,-0.02421874999999999,-0.012457682291666664,0.018197195348265423,0.03286459639156544,0.04080755514311259,0.011891975984424444
-0.012903645833333331,-0.007356770833333323,-0.008403320312499992,-0.015166015625000001,0.014116468065214204,0.012983352086983115,0.02046666836581532,0.0112052580353954
0.008414713541666676,-0.001805013020833334,0.003930664062500008,-0.01695475260416666,0.024504343779489464,0.014760556047084062,0.03268211458587969,0.03251853061375851
-0.0027799479166666576,-0.011865234374999992,-0.013344726562499992,-0.025413411458333333,0.007909126483325382,0.01248108343774047,0.022954353786095203,0.030430508603732472
-0.009381510416666666,-0.01236653645833333,-0.017386067708333328,0.0134765625,0.016796700883302974,0.023301302101766067,0.017661609317653273,0.04023906721279567
-0.017246093749999997,-0.008492838541666664,-0.007273763020833327,-0.010740559895833331,0.020385015264644063,0.010924032326189615,0.022551167630778156,0.0118330392995012
-0.006582031249999997,-0.017019856770833328,0.0036230468750000026,0.03913411458333334,0.02134100349611031,0.008724826952960887,0.021467871989233816,0.014332968773752272
-0.016435546875000002,0.00047200520833334076,-0.008956705729166667,-0.014886067708333329,0.01566189266180931,0.010635003593643628,0.01450726667798746,0.01868570527004488
-0.006383463541666663,-0.02865397135416666,0.020437825520833335,0.06814127604166667,0.020110936318065882,0.004264895645779008,0.014652406266953124,0.004294251948214151
-0.010255533854166663,-0.010673828125,0.028271484375,0.09360514322916666,0.037797637297706126,0.03645166361517849,0.01656275633714217,0.04402966838565372
-0.018092447916666664,0.009075520833333331,0.07962565104166666,0.14092936197916667,0.029897837525523795,0.031127970835008206,0.02417414085594079,0.024417836730835557
-0.016336263020833332,0.03337890625000001,0.091025390625,0.14050130208333333,0.015268775869571897,0.01719232870275568,0.007575209480264269,0.011539981209430932
0.013116861979166668,0.06802083333333334,0.1012109375,0.11995930989583334,0.02392805218519196,0.028346601383982963,0.022574479022468064,0.005354408730371542
