,Size,Error,Amp,Bias
0,4,0.0001,0.49434491018080673,0.027545572916666667
1,4,0.00013593563908785255,0.4841325175862523,-0.013548177083333323
2,4,0.00018478497974222906,0.45597767869722305,-0.0010026041666666785
3,4,0.00025118864315095795,0.46678457604548995,0.03387369791666669
4,4,0.0003414548873833601,0.4538936654880951,0.002799479166666676
5,4,0.00046415888336127773,0.45851630023865325,-0.030195312499999995
6,4,0.000630957344480193,0.4335780910804869,-0.015592447916666662
7,4,0.0008576958985908946,0.40104511003312776,-0.005143229166666655
8,4,0.0011659144011798312,0.3892776565525667,0.031106770833333342
9,4,0.001584893192461114,0.35562868676851694,-0.013580729166666661
10,4,0.002154434690031882,0.3081952781734289,0.01042317708333334
11,4,0.0029286445646252374,0.2598179384413386,-0.03688151041666666
12,4,0.003981071705534973,0.20502187614778525,0.0299609375
13,4,0.0054116952654646375,0.15342391300081712,-0.036953124999999996
14,4,0.007356422544596414,0.08803535221782272,-0.01861328125
15,4,0.01,0.038111260936852936,-0.029134114583333332
16,8,0.0001,0.48729733483464893,0.03240234375000002
17,8,0.00013593563908785255,0.467303751666898,-0.006464843750000001
18,8,0.00018478497974222906,0.4645052786573616,0.019381510416666674
19,8,0.00025118864315095795,0.4610256551291204,-0.014720052083333327
20,8,0.0003414548873833601,0.44313396317198345,0.003977864583333341
21,8,0.00046415888336127773,0.4412077216769184,-0.01655598958333332
22,8,0.000630957344480193,0.42347119139684414,-0.022936197916666654
23,8,0.0008576958985908946,0.37660851348271274,0.009192708333333351
24,8,0.0011659144011798312,0.35628266790381447,-0.002154947916666667
25,8,0.001584893192461114,0.2970714934753241,0.043203124999999995
26,8,0.002154434690031882,0.26101546284128385,-0.020123697916666662
27,8,0.0029286445646252374,0.19086482944377153,-0.00202473958333333
28,8,0.003981071705534973,0.14056444503117835,-0.010071614583333333
29,8,0.0054116952654646375,0.07147671414549907,0.024726562499999997
30,8,0.007356422544596414,0.062213739355001296,-0.02270182291666667
31,8,0.01,0.029193593805855636,0.029303385416666668
32,16,0.0001,0.4766834329493196,-0.03785156249999999
33,16,0.00013593563908785255,0.47004521771246854,0.04493489583333335
34,16,0.00018478497974222906,0.43964983132877605,-0.009459635416666657
35,16,0.00025118864315095795,0.43812972732596156,-0.026093749999999992
36,16,0.0003414548873833601,0.40046082376373904,0.010787760416666663
37,16,0.00046415888336127773,0.3977070396796462,0.021888020833333334
38,16,0.000630957344480193,0.35693315386331936,0.03254557291666668
39,16,0.0008576958985908946,0.32364836287409965,-0.03815104166666665
40,16,0.0011659144011798312,0.2646250553770383,0.013248697916666673
41,16,0.001584893192461114,0.22215500166782634,0.016041666666666662
42,16,0.002154434690031882,0.16653215182920394,-0.02869140625
43,16,0.0029286445646252374,0.12427267217353044,0.024752604166666664
44,16,0.003981071705534973,0.07087020377959835,0.08877604166666667
45,16,0.0054116952654646375,0.02949840532626751,0.06330729166666667
46,16,0.007356422544596414,0.020319648974757232,0.10533854166666667
47,16,0.01,0.010740221916730719,0.11856119791666667
48,32,0.0001,0.4480215255634593,-0.04378255208333333
49,32,0.00013593563908785255,0.44861133578247053,-0.011679687499999992
50,32,0.00018478497974222906,0.4228700040384669,0.002513020833333337
51,32,0.00025118864315095795,0.4139807464422948,-0.009381510416666655
52,32,0.0003414548873833601,0.3747635667374514,-0.04056640624999999
53,32,0.00046415888336127773,0.33524046959698045,-0.0067968749999999965
54,32,0.000630957344480193,0.29700563069517366,-0.019583333333333328
