,mean,mean,mean,mean,std,std,std,std
Size,4,8,16,32,4,8,16,32
Error,,,,,,,,
0.0001,0.4862374930543447,0.49074009274868174,0.4723573290357812,0.4567718215023108,0.010854783747923195,0.008718466922213052,0.006411800011776397,0.008215489069275907
0.00013593563908785255,0.4872039065664825,0.4755563037122462,0.4621975204897662,0.44972396437383544,0.006914923833027195,0.007339366408386989,0.01147312206081043,0.0039951412040436516
0.00018478497974222906,0.47062709748688714,0.47118792710212937,0.454328240527379,0.4221921118487225,0.010400261519632154,0.004676226658545026,0.013932141660376757,0.005679550004081504
0.00025118864315095795,0.4619068876483594,0.4562222894124445,0.44007086685873675,0.4051211028458166,0.010544384758844212,0.010262831294962926,0.001629437187965413,0.00805153001597331
0.0003414548873833601,0.45765843651293486,0.4399816886533645,0.4102735547347571,0.3769222285547472,0.005467681383572275,0.01261603588328634,0.01364521317657816,0.0030022185695846018
0.00046415888336127773,0.45585437884811547,0.43556857310941866,0.3974903441523429,0.3362745808452906,0.005102066312330098,0.006907226860209952,0.00589347320208275,0.005804494872676976
0.000630957344480193,0.4267891294551886,0.4053783890638869,0.3669131668064838,0.290262281927273,0.014853114968932485,0.017007987121816007,0.009670047049660199,0.011850331529330798
0.0008576958985908946,0.41212192347303195,0.3792764894627434,0.3315368019310994,0.2386537675916456,0.007638700789942391,0.00874116206540204,0.006499977390599915,0.002545318941335719
0.0011659144011798312,0.38184782423730856,0.35421904831098605,0.2737541937050291,0.18899617020164092,0.005866246994104337,0.005281139769863152,0.010565077997400394,0.009862597448708592
0.001584893192461114,0.3432750071039196,0.30599324739039513,0.22040282533717534,0.1312058058936138,0.009277263964518029,0.006704871964526546,0.008489230408446931,0.005681323133087428
0.002154434690031882,0.3070872318101777,0.2559561237733083,0.17181034896320674,0.08294744475156321,0.0041848344584736645,0.005012936361210495,0.0036604366756373707,0.011215136777209242
0.0029286445646252374,0.2610482110601248,0.18760946016336733,0.11545456194157772,0.043984940990696664,0.00682972988612566,0.01433675776217448,0.006738037927711263,0.0054745406430202394
0.003981071705534973,0.20457688246281774,0.1429649178748005,0.07041802192514825,0.020007248119883112,0.006620204229169694,0.005193447364279817,0.008850488921472884,0.0016371642800273164
0.0054116952654646375,0.148066914684395,0.08678676837219182,0.034140041794091,0.012326087223842349,0.004825270589566296,0.011147737754413882,0.009880580516070055,0.006780069697868494
0.007356422544596414,0.08812388356570533,0.05337396275276293,0.02562599037425721,0.012804376031776164,0.003577989078684836,0.007871810412165711,0.005633464782802055,0.0021420294704390178
0.01,0.04604205909690827,0.025231146564093358,0.012722896308681196,0.012574691069266036,0.007926428599216152,0.008201271302207583,0.006709626462200053,0.01016231631238096
