,layer,expr,ent,acc
97,7.0,0.01113153703140241,0.9044659370116139,0.84375
98,7.0,0.01113153703140241,0.9044659370116139,0.78125
99,7.0,0.01113153703140241,0.9044659370116139,0.9375
100,7.0,0.01113153703140241,0.9044659370116139,0.875
101,7.0,0.01113153703140241,0.9044659370116139,1.0
102,7.0,0.01113153703140241,0.9044659370116139,1.0
103,7.0,0.01113153703140241,0.9044659370116139,0.96875
104,7.0,0.01113153703140241,0.9044659370116139,0.9375
105,7.0,0.01113153703140241,0.9044659370116139,0.90625
106,7.0,0.008323138388592362,0.9048353840093182,0.84375
107,7.0,0.01113153703140241,0.9044659370116139,0.96875
108,7.0,0.01113153703140241,0.9044659370116139,1.0
109,8.0,0.009087023351266647,0.9110804951959286,0.8125
110,7.0,0.01113153703140241,0.9044659370116139,0.9375
