,dataset,circuit_id,layer,num_params,expr,entcap,num_iter,last_cost_avg,accuracy
503,0.0,8.0,7.0,168.0,0.005219151856963346,0.7833815164762693,75.0,0.12305450439453125,0.9375
504,0.0,8.0,8.0,192.0,0.007504554739273105,0.8119737065511038,88.0,0.12678909301757812,0.96875
505,0.0,8.0,8.0,192.0,0.009274317635349548,0.8094248373987711,91.0,0.12126541137695312,0.96875
506,0.0,8.0,8.0,192.0,0.004176662083346734,0.8114894147609193,77.0,0.1296539306640625,0.96875
507,0.0,8.0,8.0,192.0,0.010591763738243937,0.814796850978094,71.0,0.12584304809570312,0.71875
508,0.0,8.0,8.0,192.0,0.013168867853261313,0.8099594589414075,87.0,0.12812042236328125,0.71875
509,0.0,8.0,8.0,192.0,0.012106675645827972,0.8195694398061975,81.0,0.1141357421875,0.90625
510,0.0,8.0,8.0,192.0,0.011854920576862722,0.8096662555072033,119.0,0.10150909423828125,0.9375
511,0.0,8.0,8.0,192.0,0.006580569669777462,0.8111176858193634,181.0,0.10110092163085938,0.875
512,0.0,9.0,1.0,5.0,0.8666003325907048,0.9999999999999999,67.0,0.13864517211914062,0.9375
513,0.0,9.0,1.0,5.0,0.8881199445490265,0.9999999999999999,70.0,0.13426971435546875,0.90625
514,0.0,9.0,1.0,5.0,0.772086258695917,0.9999999999999999,45.0,0.13716506958007812,0.96875
515,0.0,9.0,1.0,5.0,1.102592296935632,0.9999999999999999,37.0,0.14648056030273438,0.96875
516,0.0,9.0,1.0,5.0,0.8756586420324833,0.9999999999999999,51.0,0.1387939453125,0.96875
517,0.0,9.0,1.0,5.0,0.8957635773773497,0.9999999999999999,54.0,0.14618682861328125,0.96875
518,0.0,9.0,1.0,5.0,0.8968663414983123,0.9999999999999999,55.0,0.13843536376953125,0.9375
519,0.0,9.0,1.0,5.0,0.8406993929499569,0.9999999999999999,54.0,0.13718414306640625,0.96875
520,0.0,9.0,2.0,10.0,0.12237938878866657,0.9999999999999998,48.0,0.12828445434570312,0.96875
521,0.0,9.0,2.0,10.0,0.11562149240918802,0.9999999999999998,68.0,0.12968063354492188,0.96875
522,0.0,9.0,2.0,10.0,0.10625678489325555,0.9999999999999998,37.0,0.13889312744140625,0.96875
523,0.0,9.0,2.0,10.0,0.08774719387882085,0.9999999999999998,55.0,0.12224960327148438,0.96875
524,0.0,9.0,2.0,10.0,0.18409238093819227,0.9999999999999998,65.0,0.1229095458984375,0.96875
525,0.0,9.0,2.0,10.0,0.1369935767577246,0.9999999999999998,110.0,0.12237548828125,0.96875
526,0.0,9.0,2.0,10.0,0.1762535977369249,0.9999999999999998,72.0,0.12416458129882812,0.96875
527,0.0,9.0,2.0,10.0,0.1449064048899179,0.9999999999999998,46.0,0.12298965454101562,0.96875
528,0.0,9.0,3.0,15.0,0.02809709175090609,0.9999999999999996,102.0,0.10723876953125,0.96875
529,0.0,9.0,3.0,15.0,0.03426990011632769,0.9999999999999996,46.0,0.13543319702148438,0.96875
530,0.0,9.0,3.0,15.0,0.0376352890622115,0.9999999999999996,200.0,0.10428237915039062,0.96875
531,0.0,9.0,3.0,15.0,0.036936362445116756,0.9999999999999996,67.0,0.12281417846679688,0.96875
532,0.0,9.0,3.0,15.0,0.031506954973793154,0.9999999999999996,62.0,0.1370849609375,0.875
