,circuit_id,layer,num_params,expr,entcap,num_iter,last_cost_avg,accuracy
0,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,60.0,0.16151046752929688,0.84375
1,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,39.0,0.13796615600585938,1.0
2,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,66.0,0.13184356689453125,0.96875
3,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,68.0,0.11292266845703125,0.875
4,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,64.0,0.12113571166992188,0.90625
5,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,40.0,0.12531661987304688,0.875
6,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,45.0,0.13658905029296875,0.9375
7,1.0,1.0,10.0,0.3744536403312595,1.9769029083735426e-32,40.0,0.19829177856445312,0.9375
8,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,90.0,0.119598388671875,0.9375
9,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,79.0,0.13475799560546875,1.0
10,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,52.0,0.11041259765625,0.90625
11,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,61.0,0.12265396118164062,0.9375
12,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,44.0,0.12984085083007812,0.96875
13,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,62.0,0.16469192504882812,0.84375
14,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,65.0,0.10613250732421875,0.875
15,1.0,2.0,20.0,0.28575194982407337,6.315434868509244e-32,105.0,0.12656784057617188,0.9375
16,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,50.0,0.13402938842773438,0.96875
17,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,48.0,0.14306640625,0.9375
18,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,69.0,0.13973236083984375,0.96875
19,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,42.0,0.10950088500976562,0.84375
20,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,61.0,0.15755462646484375,1.0
21,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,79.0,0.14818572998046875,1.0
22,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,46.0,0.13547134399414062,1.0
23,1.0,3.0,30.0,0.29425605655977505,1.1102892904244047e-31,63.0,0.16761016845703125,1.0
24,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,125.0,0.14260482788085938,1.0
25,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,83.0,0.14636611938476562,1.0
26,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,87.0,0.13892364501953125,1.0
27,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,79.0,0.14646148681640625,1.0
28,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,106.0,0.14788055419921875,0.96875
29,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,54.0,0.18788528442382812,0.9375
30,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,59.0,0.1792449951171875,0.9375
31,1.0,4.0,40.0,0.2171249172530371,1.612742467856459e-31,97.0,0.14829635620117188,1.0
32,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,101.0,0.11181259155273438,0.84375
33,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,108.0,0.11045455932617188,0.875
34,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,70.0,0.09698486328125,0.84375
35,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,42.0,0.18344879150390625,0.96875
36,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,42.0,0.14440155029296875,0.96875
37,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,67.0,0.14364242553710938,1.0
38,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,68.0,0.14730072021484375,0.96875
39,1.0,5.0,50.0,0.26916364839796253,2.152345632173983e-31,50.0,0.138275146484375,1.0
40,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,45.0,0.11690902709960938,0.875
41,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,78.0,0.10523605346679688,0.84375
42,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,55.0,0.1230010986328125,0.875
43,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,48.0,0.12205123901367188,0.9375
44,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,59.0,0.14356613159179688,0.875
45,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,75.0,0.14548110961914062,0.96875
46,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,85.0,0.11821746826171875,0.90625
47,1.0,6.0,60.0,0.258783033818458,2.661858416339808e-31,91.0,0.10261917114257812,0.84375
48,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,68.0,0.157012939453125,0.9375
49,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,118.0,0.14789199829101562,1.0
50,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,61.0,0.1092987060546875,0.84375
51,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,63.0,0.14880752563476562,1.0
52,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,63.0,0.13527679443359375,0.96875
53,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,79.0,0.09722900390625,0.84375
54,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,51.0,0.1443328857421875,1.0
55,1.0,7.0,70.0,0.2738110240719117,3.168136101838101e-31,96.0,0.10699844360351562,0.84375
56,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,53.0,0.13818740844726562,1.0
57,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,70.0,0.14062118530273438,0.9375
58,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,55.0,0.13623809814453125,0.90625
59,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,78.0,0.11631393432617188,0.53125
60,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,75.0,0.1289520263671875,0.96875
61,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,75.0,0.1558074951171875,1.0
62,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,42.0,0.13140106201171875,0.78125
63,1.0,8.0,80.0,0.264191023343577,3.6468164076434027e-31,44.0,0.13498687744140625,0.96875
64,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,62.0,0.14973068237304688,0.90625
65,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,41.0,0.15623092651367188,0.84375
66,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,49.0,0.11988067626953125,0.9375
67,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,38.0,0.17390823364257812,0.875
68,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,45.0,0.17719650268554688,0.875
69,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,66.0,0.12923049926757812,1.0
70,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,54.0,0.12366485595703125,0.9375
71,2.0,1.0,10.0,0.3269993724762424,0.6788541580036286,39.0,0.13067245483398438,0.90625
72,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,64.0,0.10265731811523438,0.90625
73,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,49.0,0.09807586669921875,0.84375
74,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,51.0,0.1089324951171875,0.9375
75,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,99.0,0.09568023681640625,0.90625
76,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,61.0,0.1028289794921875,0.875
77,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,89.0,0.09604644775390625,0.90625
78,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,66.0,0.09942245483398438,0.90625
79,2.0,2.0,20.0,0.039799723135965054,0.7557383226881357,114.0,0.102325439453125,0.9375
80,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,67.0,0.10512161254882812,0.90625
81,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,91.0,0.08604049682617188,0.875
82,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,65.0,0.12265396118164062,0.90625
83,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,46.0,0.11055374145507812,0.84375
84,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,59.0,0.1051788330078125,0.84375
85,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,47.0,0.1169586181640625,0.84375
86,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,83.0,0.1058197021484375,0.84375
87,2.0,3.0,30.0,0.01860306285958647,0.8446756883853743,58.0,0.10049819946289062,0.9375
88,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,74.0,0.10019302368164062,0.875
89,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,108.0,0.10437393188476562,0.875
90,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,36.0,0.110748291015625,0.84375
91,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,49.0,0.09502029418945312,0.78125
92,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,82.0,0.10103607177734375,0.78125
93,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,58.0,0.09437179565429688,0.59375
94,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,79.0,0.10847854614257812,0.875
95,2.0,4.0,40.0,0.006277538682095965,0.8727159194627875,62.0,0.09099960327148438,0.90625
96,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,56.0,0.13509750366210938,0.8125
97,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,45.0,0.11130523681640625,0.78125
98,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,49.0,0.09564208984375,0.6875
99,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,57.0,0.09336471557617188,0.875
100,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,64.0,0.10187530517578125,0.8125
101,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,50.0,0.13242340087890625,0.84375
102,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,60.0,0.08499908447265625,0.9375
103,2.0,5.0,50.0,0.005349299441596969,0.8889922882738402,69.0,0.09751510620117188,0.40625
104,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,137.0,0.0795745849609375,0.84375
105,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,122.0,0.09820556640625,0.625
106,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,55.0,0.11765289306640625,0.84375
107,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,75.0,0.09636306762695312,0.71875
108,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,60.0,0.15102386474609375,0.9375
109,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,65.0,0.1100311279296875,0.75
110,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,60.0,0.09127426147460938,0.59375
111,2.0,6.0,60.0,0.011817168970837028,0.9020703865964939,66.0,0.09573745727539062,0.8125
112,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,61.0,0.1395111083984375,0.90625
113,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,50.0,0.10599136352539062,0.8125
114,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,56.0,0.09966659545898438,0.84375
115,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,205.0,0.09508895874023438,0.84375
116,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,75.0,0.10297012329101562,0.375
117,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,78.0,0.09737014770507812,0.84375
118,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,64.0,0.09853363037109375,0.75
119,2.0,7.0,70.0,0.004977782189823992,0.9064753467799244,56.0,0.11932754516601562,0.8125
120,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,62.0,0.10958099365234375,0.34375
121,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,85.0,0.10499191284179688,0.71875
122,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,56.0,0.11232757568359375,0.59375
123,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,71.0,0.09450912475585938,0.40625
124,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,51.0,0.17566299438476562,1.0
125,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,93.0,0.10407257080078125,0.84375
126,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,67.0,0.2676811218261719,0.90625
127,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,60.0,0.14062881469726562,1.0
128,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,40.0,0.11024093627929688,0.84375
129,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,92.0,0.08499526977539062,0.8125
130,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,48.0,0.11877059936523438,0.875
131,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,44.0,0.132781982421875,0.84375
132,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,65.0,0.14371871948242188,0.90625
133,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,48.0,0.16444015502929688,0.90625
134,2.0,8.0,80.0,0.007113220179240123,0.9064217494451665,138.0,0.10237884521484375,0.5625
135,3.0,1.0,14.0,0.3481817865311513,0.17491063142853597,50.0,0.15198135375976562,0.96875
136,3.0,2.0,28.0,0.09672521573120049,0.35143980007516407,37.0,0.1443939208984375,1.0
137,3.0,2.0,28.0,0.09672521573120049,0.35143980007516407,101.0,0.15915679931640625,0.90625
138,3.0,2.0,28.0,0.09672521573120049,0.35143980007516407,40.0,0.10530853271484375,0.84375
139,3.0,2.0,28.0,0.09672521573120049,0.35143980007516407,63.0,0.11278915405273438,0.90625
140,3.0,2.0,28.0,0.10223715450093102,0.3566636847461261,45.0,0.14989852905273438,1.0
141,3.0,2.0,28.0,0.09672521573120049,0.35143980007516407,55.0,0.16343307495117188,0.96875
142,3.0,2.0,28.0,0.10223715450093102,0.3566636847461261,54.0,0.11666488647460938,0.84375
143,3.0,2.0,28.0,0.10223715450093102,0.3566636847461261,45.0,0.18184661865234375,0.96875
144,3.0,3.0,42.0,0.11846699061036481,0.4780538533119171,85.0,0.1240692138671875,0.9375
145,3.0,3.0,42.0,0.1060593252042827,0.4750995042763674,78.0,0.11329269409179688,0.84375
146,3.0,3.0,42.0,0.1060593252042827,0.4750995042763674,39.0,0.15894699096679688,0.875
147,3.0,3.0,42.0,0.11846699061036481,0.4780538533119171,63.0,0.1110382080078125,0.9375
148,3.0,3.0,42.0,0.11846699061036481,0.4780538533119171,85.0,0.09879684448242188,0.875
149,3.0,3.0,42.0,0.11846699061036481,0.4780538533119171,64.0,0.09553146362304688,0.96875
150,3.0,3.0,42.0,0.1060593252042827,0.4750995042763674,69.0,0.09363937377929688,0.8125
151,3.0,3.0,42.0,0.11846699061036481,0.4780538533119171,79.0,0.10254669189453125,0.84375
152,3.0,4.0,56.0,0.04835998844766003,0.5472505554536938,78.0,0.089324951171875,0.84375
153,3.0,4.0,56.0,0.04835998844766003,0.5472505554536938,69.0,0.10696029663085938,0.90625
154,3.0,4.0,56.0,0.04835998844766003,0.5472505554536938,53.0,0.1063995361328125,0.90625
155,3.0,4.0,56.0,0.04883692626727794,0.5432602226043638,65.0,0.1030120849609375,0.875
156,3.0,4.0,56.0,0.04835998844766003,0.5472505554536938,71.0,0.11619186401367188,0.9375
157,3.0,4.0,56.0,0.04835998844766003,0.5472505554536938,66.0,0.10540008544921875,0.9375
158,3.0,4.0,56.0,0.04883692626727794,0.5432602226043638,79.0,0.09227752685546875,0.84375
159,3.0,4.0,56.0,0.04883692626727794,0.5432602226043638,58.0,0.13678741455078125,1.0
